"ID_MonthFact","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","tot"
"FM_250",0.732,0.81,0.966,0.931,0.908,0.963,1.467,1.454,1.199,0.97,0.768,0.832,12
"FM_251",0.608,0.316,0.286,0.815,0.148,0.303,1.979,1.526,0.829,0.842,2.898,1.45,12
"FM_252",0.737,0.504,0.754,0.716,0.839,0.942,1.325,1.274,1.092,1.151,1.322,1.344,12
"FM_253",0.683,0.736,0.751,0.963,1.081,1.244,1.476,1.328,1.103,0.785,0.844,1.006,12
"FM_254",0.406,0.36,0.477,0.089,0.578,1.275,1.782,1.838,1.262,0.803,1.208,1.922,12
"FM_255",0.886,0.784,0.855,0.804,0.857,1.142,1.502,1.41,1.21,0.928,0.817,0.805,12
"FM_256",0.995,0.848,0.917,1.006,1.082,1.127,1.18,1.115,0.981,0.965,0.891,0.893,12
"FM_257",4.233,0.573,2.081,0,0.035,0.271,2.051,0.716,0.849,0.06,0.065,1.066,12
"FM_258",1.025,0.678,0.731,0.773,0.868,1.004,1.483,1.53,1.168,1.015,0.849,0.876,12
"FM_259",2.165,0.659,0.859,0.243,0.226,0.865,1.781,2.558,1.228,0.437,0.606,0.373,12
"FM_260",1.291,1.041,1.139,0.772,0.82,0.861,1.079,1.122,0.952,1.015,0.936,0.972,12
"FM_261",1.16,0.849,0.954,0.995,1.059,0.949,1.171,1.138,1.046,0.899,0.866,0.914,12
"FM_262",1.394,0.936,0.591,1.003,1.166,1.028,1.086,1.08,0.807,0.845,1.021,1.043,12
"FM_263",1.264,0.942,0.695,0.577,0.881,1.085,1.349,1.228,0.931,0.741,0.963,1.344,12
"FM_264",0.76,0.681,0.63,0.807,1.261,1.353,1.696,1.474,1.154,0.778,0.75,0.656,12
"FM_265",0,0,0,0,0,0.234,2.391,2.02,2.565,0.763,0.91,3.117,12
"FM_266",1.052,0.764,1.14,0.628,0.198,0.483,1.337,1.396,1.294,1.136,1.254,1.318,12
"FM_267",1.413,0.935,0.928,0.936,0.851,1.015,1.243,1.227,0.762,0.673,0.857,1.16,12
"FM_268",0.888,0.843,0.934,0.79,0.796,1.05,1.246,1.289,1.209,1.023,0.92,1.012,12
"FM_269",2.848,0.007,0.028,0.805,0.559,1.219,1.924,1.847,1.097,1.492,0.005,0.169,12
"FM_270",0.68,0.611,0.665,0.766,0.864,1.064,1.411,1.537,1.432,1.332,0.867,0.771,12
"FM_271",1.232,0.692,0.743,0.687,1.016,1.213,1.189,1.211,1.056,1.099,0.967,0.895,12
"FM_272",1.09,0.602,0.875,0.622,0.719,1.039,1.362,1.29,1.438,1.209,1.013,0.741,12
"FM_273",11.171,0.014,0.045,0.113,0.285,0,0.096,0.143,0.068,0.018,0.031,0.016,12
"FM_274",1.33,1.224,1.233,0.552,1.245,1.193,1.326,1.34,0.465,0,0.703,1.389,12
"FM_275",0.454,0.778,0.304,0.812,2.169,1.31,2.19,1.393,0.534,0.488,1.033,0.535,12
"FM_276",1.692,0.806,0.63,0.673,1.019,1.295,1.457,1.238,1.08,0.665,0.49,0.955,12
"FM_277",1.414,0.756,1.051,0.836,0.808,1.022,1.245,1.287,1.146,1.032,0.729,0.674,12
"FM_278",3.282,0.114,0.339,0.558,0.329,0.415,0.855,1.047,0.806,2.286,1.729,0.24,12
"FM_279",1.379,0.656,0.217,0,2.536,2.27,2.535,1.842,0,0,0,0.565,12
"FM_280",1.125,0.769,0.675,0.754,0.957,1.126,1.225,1.233,1.118,1.016,0.997,1.005,12
"FM_281",0.898,0.783,0.806,0.757,1.1,1.202,1.479,1.355,1.086,0.915,0.79,0.829,12
"FM_282",1.068,0.894,0.824,0.632,0.781,0.893,1.21,1.242,0.99,0.969,1.149,1.348,12
"FM_283",0.725,0.621,0.58,0.62,0.76,0.897,1.645,1.615,1.228,1.171,1.019,1.119,12
"FM_284",1.062,1.015,1.124,0.74,1.114,1.344,1.321,1.255,0.81,0.771,0.847,0.597,12
"FM_285",1.774,0.655,1.116,0.942,0.986,0.884,1.299,1.422,0.86,0.405,0.756,0.901,12
"FM_286",1.053,0.919,0.974,0.749,1.004,1.143,1.253,1.26,1.203,0.745,0.85,0.847,12
"FM_287",5.058,0.02,0.069,0.126,1.044,3.952,0.023,0.052,0.218,0.508,0.459,0.471,12
"FM_288",1.802,1.33,1.422,0.807,0,0.6,1.06,1.238,0.841,1.108,0.772,1.02,12
"FM_289",0.604,0.568,0.207,0.898,0.93,1.899,2.255,2.032,1.883,0.394,0.039,0.291,12
"FM_290",1.392,0.138,0,0,0,0.203,1.525,1.822,1.702,1.823,1.688,1.707,12
"FM_291",0.719,0.582,0.909,0.476,0.334,0.716,2.004,2.201,2.071,0.93,0.119,0.939,12
"FM_292",1.298,1.159,1.047,1.136,0.699,0.497,0.935,1.172,0.225,1.021,1.414,1.397,12
"FM_293",1.204,1.012,0.931,0.856,0.868,0.928,1.139,1.182,0.973,0.923,0.975,1.009,12
"FM_294",0.924,0.883,0.92,0.678,0.898,1.167,1.472,1.424,1.112,0.946,0.708,0.868,12
"FM_295",1.751,0.798,1.016,0.115,0.976,1.079,1.301,1.377,1.025,0.437,1.179,0.946,12
"FM_296",1.286,0.952,0.826,0.75,0.951,1.151,1.309,1.322,0.901,0.83,0.757,0.965,12
"FM_297",0.881,0.017,0.132,1.307,1.171,0.844,1.454,1.558,2.258,1.626,0.709,0.043,12
"FM_298",1.112,0.927,0.974,0.772,0.75,0.922,1.154,1.186,0.997,1.016,1.031,1.159,12
"FM_299",0.257,0.941,0.125,0.57,0.721,0.89,2.458,1.788,0.879,1.075,1.298,0.998,12
"FM_300",0.982,0.899,1.032,0.955,1.07,1.044,1.052,1.013,0.979,1.033,0.993,0.948,12
"FM_301",0,0.35,1.608,0.029,0.199,1.422,0.146,0.337,0.372,2.003,3.603,1.931,12
"FM_302",1.281,1.037,0.938,0.861,0.879,0.949,1.041,1.02,0.907,1.007,1.043,1.037,12
"FM_303",1.011,0.956,0.982,1.547,0.843,0.868,1.061,0.988,0.825,0.897,0.998,1.024,12
"FM_304",1.089,1.028,1.101,0.924,0.905,0.901,0.942,0.959,0.935,1.037,1.054,1.125,12
"FM_305",0.985,0.849,0.978,0.748,0.832,1.173,1.353,1.432,1.48,1.132,0.525,0.513,12
"FM_306",0.92,1.002,1.078,0.927,1.365,1.311,1.291,1.274,0.841,0.321,0.536,1.134,12
"FM_307",1.107,1.114,0.88,0.907,0.976,0.888,0.92,0.912,1.009,1.009,1.127,1.151,12
"FM_308",1.069,0.947,0.977,0.921,0.954,0.959,1.103,1.119,0.921,0.883,0.985,1.162,12
"FM_309",0.966,0.934,0.988,1.039,1.058,1.047,1.053,1.068,1.022,1.008,0.917,0.9,12
"FM_310",0.976,0.904,0.906,0.849,0.891,0.992,1.376,1.238,1.076,0.914,0.893,0.985,12
"FM_311",0.905,0.813,0.911,0.907,1.073,1.096,1.204,1.195,1.11,1.008,0.879,0.899,12
"FM_312",1.172,1.143,1.265,0.964,0.886,0.852,0.929,0.826,0.766,1.003,1.091,1.103,12
"FM_313",1.003,0.912,1.02,0.991,1.037,0.991,0.985,1.011,0.981,1.048,0.999,1.022,12
"FM_314",0.963,1.005,1.166,0.994,1.105,1.204,1.317,1.165,0.983,0.766,0.705,0.627,12
"FM_315",1.101,0.921,0.921,0.881,0.983,1.06,1.13,1.183,1.049,0.905,0.835,1.031,12
"FM_316",1.269,1.176,1.018,0.815,0.81,0.892,1.115,1.136,0.901,0.873,0.914,1.081,12
"FM_317",1.159,1.048,1.086,0.979,0.951,0.917,0.963,0.887,0.87,0.976,1.042,1.122,12
"FM_318",1.024,1.011,0.941,1.013,0.993,1.085,0.888,0.984,0.997,0.993,1.062,1.009,12
"FM_319",1.477,1.317,0.991,0.773,0.658,0.658,0.682,0.589,0.589,1.36,1.36,1.546,12
"FM_320",1.225,1.058,1.058,0.923,0.896,0.906,1.075,1.106,0.879,0.887,0.914,1.073,12
"FM_321",0.661,0.59,0.737,0.912,1.187,1.318,1.441,1.431,1.288,1.048,0.721,0.666,12
"FM_322",0.991,0.901,0.952,0.903,0.986,1.006,1.147,1.182,0.994,0.949,0.891,1.098,12
"FM_323",0.977,0.907,1.045,0.945,1.02,0.999,1.04,1.049,1.017,1.024,0.979,0.998,12
"FM_324",1.241,1.19,1.204,0.898,0.886,0.77,0.721,0.718,0.783,1.016,1.25,1.323,12
"FM_325",0.959,0.804,0.919,0.928,1.001,1.019,1.112,1.136,1.014,1.091,1.018,0.999,12
"FM_326",1.083,0.993,0.944,0.974,0.873,0.93,0.949,1.005,0.964,1.015,1.079,1.191,12
"FM_327",0.964,0.939,1.001,0.901,0.915,0.943,1.059,1.107,1.063,1.107,1.025,0.976,12
"FM_328",1.104,1.016,1.113,1.012,0.989,0.879,0.906,0.901,0.902,1.007,1.035,1.136,12
"FM_329",0.944,0.865,1.029,1.009,1.04,0.985,1.053,1.074,0.985,1.021,0.99,1.005,12
"FM_330",1.015,0.92,1.016,0.994,0.968,0.957,1.04,1.065,1.024,0.955,0.986,1.06,12
"FM_331",0.797,0.778,0.799,0.913,1.081,0.997,1.163,1.383,1.201,1.111,0.912,0.865,12
"FM_332",0.733,0.657,0.793,0.642,0.908,1.149,1.26,1.277,1.415,1.098,0.919,1.149,12
"FM_333",1.017,1.041,1.079,0.869,0.918,0.947,1.03,1.025,0.964,0.998,1.043,1.069,12
"FM_334",1.158,1.014,0.514,0.444,0.904,1.163,1.373,1.284,1.299,0.953,0.997,0.897,12
"FM_335",0.751,0.696,0.761,0.843,1.064,1.23,1.332,1.329,1.311,1.126,0.806,0.751,12
"FM_336",1.259,1.144,1.157,0.972,0.805,0.742,0.812,0.812,0.876,1.023,1.132,1.266,12
"FM_337",0.988,0.89,0.949,0.988,1.107,0.929,1.028,1.008,0.969,1.068,1.048,1.028,12
"FM_338",0.845,0.83,0.948,0.893,1.027,1.063,1.17,1.059,1.039,1.166,1.004,0.956,12
"FM_339",0.977,0.89,1.016,0.994,1.048,1.008,1.039,1.04,0.981,1.029,0.976,1.002,12
"FM_340",1.41,1.358,1.356,0.946,0.702,0.632,0.588,0.625,0.713,0.889,1.215,1.566,12
"FM_341",0.584,0.944,1.303,0.989,0.764,0.719,1.259,2.068,1.393,0.719,0.584,0.674,12
"FM_342",0.947,0.886,1.079,0.989,1.078,1.052,1.035,0.992,0.954,1.022,1.006,0.96,12
"FM_343",1.11,0.987,0.813,0.769,0.995,1.078,1.256,1.203,0.901,0.725,1.001,1.162,12
"FM_344",0.958,0.883,0.906,0.874,0.927,1.021,1.422,1.181,1.129,0.903,0.86,0.936,12
"FM_345",1.074,0.821,0.85,0.802,0.924,1.06,1.279,1.273,1.092,0.967,0.918,0.94,12
"FM_346",0.912,0.728,0.993,0.982,1.045,1.057,1.103,1.086,1.028,1.039,0.988,1.039,12
"FM_347",0.979,0.897,1.033,0.952,1.068,1.046,1.05,1.012,0.977,1.036,1,0.95,12
"FM_348",1.249,1.117,0.963,0.84,0.868,0.884,0.967,0.893,0.787,1.02,1.135,1.277,12
"FM_349",1.069,0.947,0.977,0.921,0.954,0.959,1.103,1.119,0.921,0.883,0.985,1.162,12
"FM_350",1.039,0.972,1.001,1.004,1.03,0.964,0.941,0.964,0.956,1.023,1.048,1.058,12
"FM_351",0.886,0.857,0.965,0.967,1.036,1.01,1.092,1.15,1.104,1.063,0.946,0.924,12
"FM_352",1.225,1.058,1.058,0.923,0.896,0.906,1.075,1.106,0.879,0.887,0.914,1.073,12
"FM_353",0.801,0.731,0.831,0.913,1.086,1.179,1.289,1.293,1.168,1.039,0.833,0.837,12
"FM_354",0.949,0.851,0.911,0.889,0.973,1.032,1.278,1.188,1.082,0.979,0.913,0.955,12
"FM_355",1.092,1.221,1.165,0.757,0.774,0.793,0.926,0.989,0.907,1.014,1.151,1.211,12
"FM_356",1.113,1.048,1.206,1.146,1.216,0.916,0.962,0.915,0.886,0.837,0.937,0.818,12
"FM_357",1.079,0.976,1.128,0.915,0.943,1.138,1.161,1.085,1.013,0.865,0.737,0.96,12
"FM_358",1.184,1.045,1.026,1.127,0.842,0.853,0.971,0.94,0.869,0.976,1.058,1.109,12
"FM_359",0.949,0.862,1.024,0.975,1.025,1.009,1.058,1.06,1.002,1.043,0.997,0.996,12
"FM_360",0.897,0.946,0.988,0.902,1.109,1.166,1.164,1.157,0.964,0.813,0.853,1.041,12
"FM_361",0.714,0.887,1.125,0.941,0.896,0.891,1.215,1.564,1.216,0.942,0.794,0.815,12
