Omega_b  Omega_m  h  n_s w A_s
3.271805240820976207e-02 4.897244038475186967e-01 7.018779083330994872e-01 9.000056112057345237e-01 -1.140276246412835981e+00 2.292294634141170739e+00
3.014635876989890315e-02 3.736515942271281254e-01 8.084693694591094104e-01 6.544231806982432342e-01 -1.420137990881510159e+00 2.883944502216118977e+00
3.615787785210524546e-02 5.321761981443240419e-01 5.648516231481037764e-01 1.186779375655128810e+00 -9.713843595809580345e-01 2.053630309784377328e+00
5.716095306163147816e-02 4.518984112479693671e-01 5.972766562103090093e-01 7.942737916185037550e-01 -5.811808979879053982e-01 3.852592218540186408e+00
4.898457484513515925e-02 5.590943101382002123e-01 7.264441659493755532e-01 1.091316301058251392e+00 -1.016860513595188475e+00 3.338449233787966541e+00
3.882425325999890042e-02 1.562705664324523791e-01 7.442539889616520687e-01 7.489812541257534484e-01 -5.038740046673011452e-01 3.383332989319006501e+00
5.812898556305527709e-02 2.163578747337832620e-01 8.838249014896962796e-01 1.153865886639348304e+00 -7.181970691906887083e-01 2.445712895266541675e+00
5.466518024961725813e-02 3.857835291711930736e-01 8.207017080355158978e-01 1.282777951491801183e+00 -4.861319448303624835e-01 3.181981380694591799e+00
6.113559779068528099e-02 5.827936664536700340e-01 8.810833681658616356e-01 1.068172015476016146e+00 -1.130202954338414001e+00 2.672710257774870701e+00
6.088720234266348230e-02 3.096048294346634977e-01 6.467217712711487154e-01 1.199662134511958023e+00 -1.383075509186576291e+00 3.549185832461088985e+00
6.012201996913790758e-02 2.999848383677631292e-01 7.454908619142065485e-01 1.242721066081525327e+00 -7.553001669731322920e-01 2.486652229584868312e+00
4.400656589538428504e-02 5.221556742630710790e-01 5.488471075925527298e-01 7.335742783822443158e-01 -1.292338570255006536e+00 2.858331430270706353e+00
6.408260787086282606e-02 5.261029953922238267e-01 7.768569919574102034e-01 1.066297911120135611e+00 -1.240536521973738981e+00 2.208430244211915916e+00
5.493447292853295694e-02 3.157266845810527967e-01 5.729233342046023969e-01 6.346017640995508247e-01 -5.913711082212289583e-01 2.761263464428418413e+00
4.010242796233556145e-02 2.047394765096680336e-01 8.438259631664126736e-01 1.133214608488276376e+00 -7.691698883041969692e-01 2.458430456227453043e+00
3.554815776341184452e-02 1.607570933618820419e-01 5.486327758313620517e-01 7.449645945937666269e-01 -1.306853432669411896e+00 2.121587342225035755e+00
5.538254396433105187e-02 5.347211517773456935e-01 7.553099700595975463e-01 6.137759051516205044e-01 -1.378391115204458117e+00 2.808225396198878343e+00
6.483194281982068707e-02 4.964981406514457074e-01 8.563095367880084741e-01 1.107327032594182636e+00 -8.113333374020680333e-01 2.914758943693400717e+00
5.278608362480562838e-02 2.536845160902385654e-01 8.456603507849693724e-01 1.022746959285228296e+00 -5.764019744968584824e-01 2.804947351342608641e+00
4.870068213011907732e-02 1.629699518781220213e-01 5.245031180339506660e-01 9.772163665851254510e-01 -1.396332485233977128e+00 2.308925271797861889e+00
4.074970546156703871e-02 5.198480650909080847e-01 8.225312766414880628e-01 7.901932835203334671e-01 -6.859037637613254468e-01 2.588858456375174200e+00
4.043102347772135202e-02 5.376599830651500600e-01 7.390710230972152850e-01 6.801837452375228965e-01 -8.738275699875204250e-01 2.025543082830869590e+00
3.501850811063573349e-02 3.591424337373866349e-01 7.074380376196224285e-01 6.622829790483114598e-01 -4.936383905681596129e-01 3.595625356030208053e+00
4.490434726894125539e-02 5.544680026143306018e-01 7.930224028976895490e-01 1.236895845834567131e+00 -5.861785555249412472e-01 3.938960134375864897e+00
3.612452118138214513e-02 1.800717549351545932e-01 7.050381094830184825e-01 8.622976965210134015e-01 -1.194778799776191835e+00 3.899211356878521606e+00
6.508296732736168488e-02 4.112858195087389923e-01 8.525158021201280079e-01 1.006244739993680248e+00 -1.094413154208956129e+00 2.246173337726953712e+00
4.180599241761700363e-02 4.470540342074500462e-01 6.625872256383105174e-01 9.133143154270755293e-01 -1.539951400579466112e+00 2.657415322312938866e+00
3.331702539389582579e-02 1.170538950926517108e-01 5.219224274175063849e-01 1.288642326236964175e+00 -8.502724334589396582e-01 2.987244839369388671e+00
6.608182383272093174e-02 3.742723299981748353e-01 7.108115606261835584e-01 1.280977206215250686e+00 -1.171551092002759198e+00 3.764549653478305835e+00
4.968203148439886974e-02 2.484021512272459042e-01 7.470323420278000004e-01 1.259553072455632527e+00 -1.001770143462460183e+00 2.989361960759068015e+00
5.762487375178002025e-02 1.429047334225032329e-01 6.609547007577254440e-01 9.664161465938707618e-01 -1.469330034845245159e+00 3.382795878488559449e+00
5.630180751013588725e-02 2.494494624096808832e-01 8.408334001211366093e-01 1.047999393806584134e+00 -4.965596039942958839e-01 2.605136048035181062e+00
4.928105725772919526e-02 3.941355322543839135e-01 7.415655903110893732e-01 8.973245778325945610e-01 -1.169482020532625510e+00 3.177601189323935316e+00
6.284345999483864631e-02 4.222137190101228343e-01 8.020999653463662948e-01 9.488973803967718501e-01 -1.302187949349567164e+00 3.552681297815884598e+00
5.881510767040934451e-02 1.774244592098114248e-01 6.816064551417522210e-01 1.132271468647009893e+00 -4.622828594636123611e-01 3.829139537918956115e+00
3.675360467936981262e-02 1.370840107002366526e-01 6.261688797967454034e-01 1.183900454380720335e+00 -1.015454006948442345e+00 2.043580690663813204e+00
6.524505338580423308e-02 3.262410472139939399e-01 7.807924342145133867e-01 7.554742222381752859e-01 -4.845910262829054016e-01 2.447875662771782146e+00
3.608215279393453545e-02 4.684264646913807173e-01 8.701104985101538736e-01 9.462934323692600014e-01 -4.266672974196044077e-01 3.322211159300624050e+00
4.078330322818942560e-02 1.141188516144315823e-01 5.398995337665213334e-01 7.670087630709218063e-01 -1.593040280020683319e+00 2.695945531235028447e+00
5.729466353432832726e-02 4.484464590581189736e-01 5.445320125608374973e-01 6.031495187211721731e-01 -5.711938803345872895e-01 2.746238715763748228e+00
3.559535296274853738e-02 5.180676119123839296e-01 6.124816512672014435e-01 7.254425637917448766e-01 -4.371556786664656524e-01 2.402912999357013746e+00
3.415503138245060827e-02 3.805610623383194335e-01 6.608323515562765094e-01 1.128305835292358061e+00 -5.325946975449511456e-01 3.171685413749673721e+00
3.620264442807050870e-02 3.150259101761919700e-01 5.270287816856651375e-01 1.253916936970707052e+00 -1.508682917891823960e+00 2.092427171284939380e+00
5.919432196745376407e-02 1.277871601790737111e-01 7.295604497467699234e-01 1.279748904631914375e+00 -1.085071160240592025e+00 3.757866828352478539e+00
6.959058190261722954e-02 2.969773182900089514e-01 6.821407517364590500e-01 1.146589675227964289e+00 -1.198546898926811100e+00 3.989887106434026443e+00
3.471754463614816488e-02 4.216051112915666366e-01 8.412549030696478969e-01 6.997475141118820741e-01 -4.110924936495083948e-01 2.530037596639119091e+00
5.841639410684153905e-02 3.692877251535090499e-01 7.543251312017043020e-01 1.182590723304748126e+00 -5.447262367751302126e-01 2.005800043138205258e+00
3.753003282643307958e-02 3.808139315841003736e-01 6.783056220904267741e-01 1.117530706727832612e+00 -1.425057673537174052e+00 3.833519861330348277e+00
3.692606975484660076e-02 3.484948737804234309e-01 7.804295081562508951e-01 1.259869415905194412e+00 -1.485009671456245295e+00 2.312331600539352827e+00
3.712573752759671525e-02 3.572927144466455651e-01 8.221269836903752903e-01 1.060570290810884719e+00 -1.036242830644752866e+00 3.255180589773355671e+00
3.194647533072134810e-02 3.007599956565202293e-01 5.704396727536950040e-01 1.267345635400037640e+00 -1.329325692040014495e+00 3.702177465058066552e+00
6.671068909213477560e-02 1.826150139948500839e-01 7.355657325956651560e-01 8.192585365019818822e-01 -6.541984658701943678e-01 2.540815474111902894e+00
3.353852595581674478e-02 2.268365017009915385e-01 5.637138239313699284e-01 1.213686181901054484e+00 -1.407334901180642861e+00 2.199880609745451299e+00
5.952698096685266060e-02 5.819185521953185170e-01 5.234831338923597865e-01 7.733105456943430989e-01 -1.163654835126054721e+00 3.762478424418305156e+00
6.910319530334863014e-02 1.148023294865679333e-01 7.945105339562634761e-01 1.288272449907142736e+00 -1.384324656700075096e+00 2.209716108706349491e+00
5.406566892587333362e-02 1.322781417307077600e-01 5.193928149744204692e-01 1.139380059824447233e+00 -1.210256995063447416e+00 2.679017551384157425e+00
4.283378148763675869e-02 1.199789059316678647e-01 5.033150352512212322e-01 9.908391334834365516e-01 -1.433897067439059203e+00 2.087629944670032156e+00
6.626254630794561895e-02 5.938804359918998799e-01 8.937330561730466583e-01 1.266609929277770163e+00 -1.098547807885290162e+00 2.107568329025431009e+00
3.518580126290967586e-02 3.359112963120283180e-01 7.776997022953634486e-01 1.227140570483137738e+00 -7.360507670578756434e-01 2.151276962628327016e+00
5.658661193213535001e-02 3.459288055877873247e-01 5.730960214986829948e-01 8.337544496432005570e-01 -7.031505046809837234e-01 3.750842360986278656e+00
5.806473586308558144e-02 5.145275154245378957e-01 5.785874984374500540e-01 9.015735501991217760e-01 -1.333841315025843910e+00 3.593556714244757089e+00
4.551246619783551328e-02 3.651115382119661801e-01 8.345214308949941984e-01 6.156744450698282689e-01 -4.560886971066147044e-01 3.130864249677561162e+00
4.668942573740481050e-02 3.988290902502156232e-01 7.739441353543952129e-01 6.564194699536282096e-01 -1.483609391464884464e+00 3.225791345487258432e+00
3.699511085242898623e-02 1.535154035931634020e-01 7.978332256160561853e-01 8.551141303009055505e-01 -6.350716376682370434e-01 3.536405735181048726e+00
4.328140730205683184e-02 4.141511428579545129e-01 6.791698147841513933e-01 7.704098942439285835e-01 -7.084049888780232784e-01 2.186796986694619083e+00
3.728566631685810429e-02 5.270797076569919692e-01 5.387408697905681221e-01 1.255351068492720046e+00 -5.408324135729865034e-01 2.461590160936490523e+00
3.264890409587543202e-02 1.514599829439662315e-01 8.734662854184407355e-01 6.356212676712335030e-01 -1.251423665100416471e+00 3.420444196077558008e+00
5.126575951215818494e-02 2.657983932597556276e-01 6.620300022599989731e-01 8.408792378048635108e-01 -6.450750106958129670e-01 3.467363297461700355e+00
4.571286150130499104e-02 2.086207462714150251e-01 7.311025572681655316e-01 1.035342182446215453e+00 -1.323825892512882518e+00 3.941297831155389453e+00
5.020606938690540949e-02 3.821590935858911742e-01 7.953200955716406284e-01 7.210548321238989811e-01 -9.600022091557278703e-01 2.340796115949117073e+00
6.886706202459286219e-02 1.221659628691746380e-01 6.936336108446170545e-01 1.134813872002790269e+00 -1.513881535385298349e+00 3.415983324686052036e+00
5.307270744847657207e-02 2.628034415789345934e-01 8.919512635876181150e-01 9.268238756546021140e-01 -8.035141247712133117e-01 3.656043315623124457e+00
6.320082356223824527e-02 3.138284335164757133e-01 8.847464169248673294e-01 1.067081857314077009e+00 -1.457289483200489233e+00 3.385659966958985301e+00
4.661380970750433894e-02 2.069942420680547512e-01 6.383545009081936783e-01 8.151422131477210620e-01 -1.568924726941449244e+00 2.829128476524867430e+00
6.593224038029350809e-02 3.875617616600690596e-01 8.789153928467028365e-01 7.137807300549445788e-01 -9.760382598001808852e-01 3.798464094135234781e+00
4.761968389499185439e-02 4.194523256533878586e-01 6.475261901560699362e-01 6.181440548438977833e-01 -4.482978965629416113e-01 2.686592769864367902e+00
5.456014280567484526e-02 4.923711122862498568e-01 5.613883434422364260e-01 7.268253815517711214e-01 -1.441492338110556881e+00 3.579378290624204872e+00
6.893468174383660108e-02 5.112175968509133916e-01 7.053699105677713188e-01 7.596734869384856870e-01 -1.399109706521389551e+00 3.042224052612529483e+00
3.356540950284284119e-02 4.495806851822997663e-01 5.586846354817807114e-01 1.279375834567930026e+00 -8.410750416872166957e-01 3.349474121978250896e+00
3.345351217858966858e-02 2.756095045746324024e-01 6.022439065993427931e-01 1.072151222805679760e+00 -1.351663004533175894e+00 2.810994049733722022e+00
4.833238556388298746e-02 2.425292187674001620e-01 7.298198481312641039e-01 1.237989802190617050e+00 -8.619070217107934750e-01 2.305986845698633214e+00
5.513805616505505769e-02 3.579587145432725492e-01 8.486895536057359468e-01 7.749266338229524598e-01 -6.691527973400865914e-01 2.175059559110280372e+00
3.083754844174703066e-02 4.231375779589232611e-01 7.140136850734533080e-01 1.158542938176195136e+00 -1.206001501781371221e+00 2.769313088656862654e+00
3.144129264960789094e-02 2.466857686158542562e-01 5.406333645170287028e-01 9.445623211698134236e-01 -7.577566806147582046e-01 3.839520340539047005e+00
3.583033669405449179e-02 5.693570378244655616e-01 8.096498129879350358e-01 8.115776552760811668e-01 -9.308850990218766608e-01 2.714443589585445515e+00
3.923240181396873971e-02 1.371557009673290417e-01 5.338504584420017407e-01 9.152707833443931573e-01 -1.348508521546557093e+00 2.797763261581319494e+00
3.664254633618725665e-02 5.448143562896285985e-01 6.885235822793224214e-01 1.220725386422974568e+00 -1.582535449131660998e+00 3.211821598753278550e+00
4.980105475239376966e-02 1.314583493822606974e-01 8.445111940167548958e-01 8.542782819704551889e-01 -1.587653957015622064e+00 3.365260567256148416e+00
6.357076679216938642e-02 4.349672920919113173e-01 7.763194846524206216e-01 1.016606258592046119e+00 -1.550132375190163447e+00 2.254984688852858188e+00
5.091907234396975124e-02 5.846541019984609067e-01 8.263910380612979889e-01 1.008964890444557838e+00 -4.538232821596037692e-01 3.672444484226917716e+00
3.950136275219974513e-02 5.951646844139950598e-01 7.903482453077417258e-01 8.351599972961734064e-01 -1.378779189078618295e+00 2.979328781946937177e+00
6.146140055812918807e-02 1.909654769486515136e-01 5.357187432937814409e-01 9.466873808815519098e-01 -1.584486813561411189e+00 3.319797159798673736e+00
3.015938583002359535e-02 2.397252909188229419e-01 7.939302742363560927e-01 1.144432219525076899e+00 -1.132161360454301269e+00 2.985829071740790486e+00
3.745449274289663205e-02 4.620525211507422458e-01 6.729051951150086808e-01 7.793721099939154850e-01 -4.800151828013270450e-01 3.890008431983697612e+00
5.452319319114926066e-02 5.552082735646504119e-01 6.572615385098320440e-01 6.193165202171977413e-01 -1.111657359301531312e+00 2.704050195430506065e+00
5.974740379192246265e-02 4.456276860105692350e-01 7.711970834170107647e-01 8.186536156407174802e-01 -1.218576454676943310e+00 3.863327037064507419e+00
3.780572756930199868e-02 2.526800542370537528e-01 5.062608560653152345e-01 8.165989707495068251e-01 -4.295119679506860244e-01 3.817909612845499012e+00
6.196056097111727473e-02 2.444225093811332739e-01 8.806357209992128343e-01 7.920745320993860528e-01 -8.965111741022767644e-01 2.616945498063632414e+00
3.885497792775505221e-02 2.550485913338110810e-01 5.101078718336934381e-01 1.080406026134918207e+00 -1.481398951415115128e+00 3.233794629597230408e+00
6.673838542892462922e-02 1.977396915493798701e-01 5.568747522328765243e-01 1.271624210752743123e+00 -9.697016815611014806e-01 3.772069450194832640e+00
5.574257681716326962e-02 1.960088396682246881e-01 5.667184381095968781e-01 6.769903060208408707e-01 -7.703451872539432976e-01 3.123326741957194397e+00
3.035453442593646217e-02 1.305851233367070208e-01 7.020461341975325897e-01 1.167260680244936566e+00 -1.010953463073049008e+00 2.096347572355334865e+00
5.336175284898231341e-02 4.283424065642598144e-01 7.093136803496378207e-01 1.179532976064675776e+00 -1.375260114883186002e+00 2.852969763393865321e+00
3.059851890063981089e-02 4.875841754877457968e-01 7.146858885442302078e-01 8.338152799712514884e-01 -1.063068268508669867e+00 2.036621763992447764e+00
6.349844939849841330e-02 1.821504012354857038e-01 8.174017667678723509e-01 1.230447418696882789e+00 -5.318500156989356409e-01 3.849130720980980414e+00
3.279011798732181515e-02 5.342564049450686525e-01 5.947533874080828120e-01 1.077345485937134972e+00 -5.934876362727206089e-01 3.481305931201267967e+00
6.085812337274378037e-02 3.703303115628209241e-01 7.096393852207157904e-01 8.173837108348271929e-01 -1.525882119963535066e+00 2.570569685799240389e+00
6.736657161235520830e-02 3.698932980085505307e-01 8.969622327892465830e-01 7.144484389565168847e-01 -1.439091258452352529e+00 3.395405923242720725e+00
5.197165346016753562e-02 1.334506106983793794e-01 5.229073451646982784e-01 1.025495197688216731e+00 -1.289666986061241971e+00 3.891679765682836134e+00
5.115405527685612519e-02 3.487696659696714052e-01 7.987582616248328771e-01 1.209474003433352873e+00 -8.078149383083467194e-01 2.051829192191196416e+00
3.792952884043553075e-02 4.192091899961571944e-01 5.257573695558397375e-01 6.273284001551417965e-01 -8.662126393347948650e-01 3.882623182640386084e+00
3.158328364218686984e-02 2.633371915849677669e-01 6.248661038577171256e-01 6.537304636274450242e-01 -1.054991699252849191e+00 2.952827526803215363e+00
5.799422432588059034e-02 5.394493617097900762e-01 7.103733136164376294e-01 1.245293268998288294e+00 -6.630359313964835355e-01 2.441066732347953128e+00
6.649644955184380590e-02 2.718973957234243066e-01 8.798087973311055077e-01 7.765473746638207331e-01 -1.004222092377247355e+00 3.786806887669893484e+00
6.016540412789653236e-02 3.421887802329910966e-01 7.042852124491141286e-01 1.083125866126925185e+00 -6.490306111852701676e-01 2.182730617196558587e+00
4.603513818695857684e-02 1.751545078657595900e-01 6.717567590106306996e-01 8.645753058833860472e-01 -4.214269814668316627e-01 3.757166397857341522e+00
4.237394651574050847e-02 3.832901187015618216e-01 7.587239404106480567e-01 1.239340855657820040e+00 -8.685748435672059342e-01 3.483945180513283280e+00
6.761458407670176141e-02 5.078070475932073835e-01 5.361255346308535508e-01 1.131494151582809415e+00 -1.408996779059690896e+00 3.423632952010984276e+00
5.371160475038568027e-02 1.006144915488558084e-01 5.918858789938915566e-01 8.658347449752481495e-01 -1.107454208183264566e+00 3.945455182550513307e+00
3.576383126003288698e-02 3.244792564384281208e-01 6.343611458691277294e-01 8.445056247189156595e-01 -1.522469558732159722e+00 3.059329245058578728e+00
5.579378028102909004e-02 5.055143513694073665e-01 8.631903694400036020e-01 1.198070853561456151e+00 -4.287895492561384359e-01 3.968258507175022043e+00
3.132412710903410835e-02 3.924446941741657202e-01 8.017477143051083832e-01 1.252537563387608355e+00 -1.556318826873205108e+00 3.280425124709422047e+00
4.055127094634823626e-02 2.059178568014519983e-01 6.949638762285341720e-01 1.107930700738154695e+00 -8.304520845153369191e-01 3.487238776141851737e+00
5.134570036908625568e-02 1.666758579880976421e-01 6.286335622674791290e-01 1.096908030531342559e+00 -5.418062473415072855e-01 3.334281178149670843e+00
4.825604160988193614e-02 2.570150008213897275e-01 7.579583941876805175e-01 7.628881147421244791e-01 -1.369217799977083816e+00 3.048673413283019329e+00
5.286434403716266245e-02 4.538944219680675074e-01 5.083005875854578193e-01 9.886385777211008641e-01 -6.009754731423327945e-01 2.275149160328743037e+00
5.774742157759179401e-02 2.365141155888712821e-01 5.042024454903960562e-01 1.251922589816595988e+00 -1.237014424951171421e+00 3.362400380704638536e+00
6.223358717439482490e-02 2.500983262816739439e-01 8.959198233290552871e-01 8.578671991674554631e-01 -7.739986705088798269e-01 3.380438049231373476e+00
5.988306138536123729e-02 5.780015393562832893e-01 7.370845695567889155e-01 1.224263153948113914e+00 -8.828935348913466985e-01 3.678766234650220568e+00
6.155924739241171867e-02 4.571828341810492136e-01 7.899805831321494720e-01 6.580861851006269969e-01 -6.307848211078939116e-01 2.587296284184798179e+00
5.690894199631697098e-02 4.027627920410821183e-01 6.721904021536641016e-01 9.159210223953828667e-01 -6.030336193121970112e-01 2.916781133273396609e+00
4.699869336488550486e-02 5.620096431609228338e-01 5.247481403323767113e-01 9.176521327937072758e-01 -1.598832333090097535e+00 2.269055715295259290e+00
6.872162435379627898e-02 4.034466637055349469e-01 6.196850514613059246e-01 9.764426755961796989e-01 -1.576934658413094992e+00 3.975642780757080885e+00
6.507255700763397988e-02 3.023310567526328319e-01 8.829589583342298820e-01 8.071383753998337962e-01 -1.197835237062758740e+00 2.702791869995966323e+00
3.722180281158933568e-02 4.781752897810263025e-01 6.898220242181289930e-01 1.099176604495199605e+00 -9.749438077260869084e-01 2.088849833098554765e+00
3.230252144254850549e-02 3.984821469484814971e-01 5.763533613330628080e-01 1.050774925792450798e+00 -4.243065100629315189e-01 3.086938625993425944e+00
4.904755292597663685e-02 2.107381562330150337e-01 7.205789526144656953e-01 1.217649220542493138e+00 -8.972999035619253494e-01 2.579287385982309999e+00
4.017030005401125980e-02 3.508496178082040062e-01 6.443519805201574080e-01 6.781477959090442820e-01 -8.005168806528654146e-01 3.766213683220159147e+00
5.887409684606760563e-02 2.074842596939712180e-01 6.588735997498919028e-01 1.094893938636455566e+00 -6.510673719418574867e-01 2.178461495297352890e+00
5.958781936603046309e-02 1.730367395136562791e-01 8.139436894584914928e-01 1.290783309079821306e+00 -7.642280246015249467e-01 2.333012190473418901e+00
5.124817482144456565e-02 1.935769190330306477e-01 5.311490216458760738e-01 1.075617764742071047e+00 -1.427389885183684370e+00 2.904860810823955308e+00
5.552821064272690788e-02 5.867135961130280908e-01 5.976655713486445087e-01 1.269368229190499298e+00 -6.599753944881920908e-01 2.387956516548325858e+00
5.111228487004214338e-02 5.538671926331057982e-01 7.038145961947764873e-01 1.149809735315418191e+00 -1.201705275050718225e+00 3.436063489309660213e+00
3.798198099467672145e-02 4.934557495204174860e-01 8.176797772237567319e-01 7.055976801441266044e-01 -8.573495996819918696e-01 2.674115687177549106e+00
3.944749094415497814e-02 1.345608858714008038e-01 6.008942426712671203e-01 1.204831817361736501e+00 -6.703658606246539753e-01 3.432748618366266768e+00
3.196509928353652441e-02 4.082753850990402666e-01 8.497760063775039452e-01 8.790666774066959732e-01 -1.566561201837020745e+00 3.942685674333973544e+00
6.285798375833258345e-02 3.933274196590648142e-01 7.720269728340514170e-01 9.404382081549895744e-01 -1.140716495790864204e+00 2.620398561734674114e+00
6.189079793207697550e-02 3.026584958969689154e-01 7.724202940226422287e-01 7.460717894529698135e-01 -5.985459605870415700e-01 2.887797445021229592e+00
3.765827237330499760e-02 2.689808319585818008e-01 7.208954688101620878e-01 6.661363959943815694e-01 -7.388315734407415736e-01 2.688723998819569250e+00
5.770695847621768598e-02 3.454698296967779747e-01 6.132630951166659905e-01 9.875683238184086443e-01 -6.484214774530732139e-01 3.399435472771176414e+00
4.217477569642461011e-02 1.920725016693435316e-01 8.770418888278113112e-01 8.599977792885200589e-01 -1.030955658960987176e+00 2.783089128887269226e+00
3.604540277325735814e-02 5.859972192355660248e-01 6.577949040810948667e-01 1.190575430330399698e+00 -1.260950526111647596e+00 2.071202934095622616e+00
6.001630004707514399e-02 1.590592180137414269e-01 5.367278237305225241e-01 6.258193423416146262e-01 -1.475095617713223506e+00 3.803378965935725997e+00
4.132179930852259570e-02 5.140596390496411372e-01 8.917135144307144490e-01 1.173590383501887269e+00 -1.321194735913832741e+00 3.994658488195952373e+00
5.861685221903396859e-02 1.844397836266907786e-01 8.252377098689622770e-01 1.241396759768926827e+00 -7.612998723358592734e-01 3.806218168883123809e+00
6.999340461761227594e-02 3.078058776860121415e-01 7.675294467065720827e-01 1.141389646074185915e+00 -6.796452459284669789e-01 3.979952747045430783e+00
4.213756218266466458e-02 1.283882466766816111e-01 5.284374409087765345e-01 8.379018604174978124e-01 -1.571414781174198749e+00 2.201300095789258560e+00
5.852205598813246812e-02 2.355535172138605582e-01 7.832544979645872374e-01 1.175319039570966284e+00 -7.125844645801681088e-01 2.954209249026315653e+00
3.543393023006214532e-02 5.083029772767427845e-01 6.382801784739781104e-01 6.935937338668936025e-01 -1.499305628879648022e+00 2.527353100804129671e+00
6.821769218605247542e-02 2.389945158324689456e-01 8.513211599181242928e-01 6.339100691853326586e-01 -1.504331552155432128e+00 3.460174808637381361e+00
4.446693430320242807e-02 1.998554883400434634e-01 8.816662475218528527e-01 6.419104622137047356e-01 -9.614801395967490505e-01 3.491865189711766959e+00
4.322740345662851036e-02 1.648803500875930805e-01 7.600570118243070716e-01 1.130746107499493114e+00 -1.461722197021009917e+00 2.350839319669054461e+00
3.817465205874025214e-02 2.636595560060681631e-01 5.690610845219149505e-01 9.165471280162051926e-01 -4.470634103080048938e-01 2.744900198194482943e+00
6.051662166044621122e-02 1.040319512072781089e-01 5.810855208318679299e-01 1.203334574447719962e+00 -7.888303495799597886e-01 3.811382130799830570e+00
3.342688939638085999e-02 2.739608645325257164e-01 5.142808007088029987e-01 9.921405682922179725e-01 -1.137167004686104210e+00 2.243524717933936596e+00
6.049818654162221476e-02 1.462539689258366138e-01 6.109032378447056821e-01 9.398211590178187080e-01 -8.549164581550789954e-01 3.880030489991979969e+00
4.359141051806152134e-02 2.649058215519562998e-01 7.715629884619058521e-01 6.598463476253267901e-01 -1.043834565418213955e+00 3.641731223046787758e+00
5.148100586886174279e-02 1.724401337839648607e-01 6.843606669600774683e-01 1.286120996440404340e+00 -1.257157950659847145e+00 2.972953266366537228e+00
3.042541969820442352e-02 2.247822601392008846e-01 8.706681685290933448e-01 7.032234413770970249e-01 -4.058225843470051331e-01 3.919243585130306684e+00
4.391861584604776769e-02 2.903576064180092842e-01 6.428786761074469780e-01 1.087668923448339875e+00 -1.371862913619122049e+00 2.611196509581744429e+00
6.861015790458285801e-02 5.419677841141481434e-01 8.433542943708295381e-01 6.379831243243330174e-01 -5.245825212488726130e-01 3.340664896430985742e+00
6.099882220699831548e-02 3.281846462277386856e-01 5.775766104732096284e-01 7.241907940343065286e-01 -4.339836686801776811e-01 3.223912962109676705e+00
5.567893570117718460e-02 5.801666148516403387e-01 8.061136671600551695e-01 9.500190915194783869e-01 -1.551889311279080363e+00 3.119573154341954258e+00
3.651504599506329163e-02 4.994958345579727510e-01 8.694363374253475385e-01 9.701313568898568551e-01 -1.256491465791671924e+00 3.095466985872664889e+00
4.709780877634568708e-02 3.956424126601894020e-01 8.583272688799840067e-01 1.158040995543540230e+00 -1.153086000129840194e+00 3.669988848711909224e+00
4.096637562032120344e-02 4.154327519517563294e-01 6.659967772445811729e-01 9.624061883751452440e-01 -1.115717272459585185e+00 2.740044567002776432e+00
5.693176979708276103e-02 2.803097846756146261e-01 8.560109765490400147e-01 9.099866614450090596e-01 -1.072797375095232209e+00 3.573024323885514164e+00
3.102103173246925985e-02 1.859307385059851270e-01 6.408592300448222590e-01 1.265441274284584861e+00 -1.511146369187222671e+00 2.133001631244338725e+00
6.219908834674747061e-02 1.487659882900550790e-01 5.493177476494928158e-01 7.993612793464344168e-01 -1.248405353906811177e+00 3.748024357402392148e+00
6.763963510645085164e-02 1.836285611217383096e-01 6.833212641985494384e-01 1.233734874503750412e+00 -9.504606914844602183e-01 2.523866382271040987e+00
6.273921779522975695e-02 3.637756052322338451e-01 6.139246704748668737e-01 7.549467170669146299e-01 -5.590439926293906403e-01 2.171451805675938207e+00
6.289531239960452491e-02 1.086114935494861961e-01 5.565551567724417170e-01 1.225350490844499873e+00 -5.107846372471376295e-01 2.196261814869856277e+00
3.686898212329864366e-02 3.916576400705598093e-01 5.772896765468009672e-01 1.025017165077735548e+00 -5.290981218742043524e-01 2.319931441361354540e+00
4.106657155895425404e-02 4.669894500191471565e-01 5.059264993137000399e-01 6.645703547544984380e-01 -1.417651766381804679e+00 2.370629790025597039e+00
4.021071119090179058e-02 4.464646324325056703e-01 7.992592659050758996e-01 1.150612935245198365e+00 -1.092421068978586041e+00 2.660760225704428272e+00
3.437632498474061521e-02 5.896001003796426110e-01 8.714968591474672177e-01 9.812703656497847593e-01 -8.378367164412662271e-01 3.370551472923761338e+00
3.053595736349481657e-02 1.056174464334849322e-01 5.377066251408157971e-01 8.432981470898666121e-01 -9.431376675157123746e-01 2.061499941213810416e+00
5.414253884961089947e-02 5.099039370566679219e-01 7.561039188732823213e-01 1.268519160055579631e+00 -7.857899007887122478e-01 3.451443523556664061e+00
4.684268425180639073e-02 5.066237956133465836e-01 8.328192278895447664e-01 8.544757059181948833e-01 -7.609285150796942787e-01 3.664553051160370334e+00
3.204082495707054334e-02 3.599964587065934696e-01 6.545563737508204305e-01 1.183204410552840313e+00 -6.059661126523462338e-01 2.822548467975991571e+00
5.911398254554300902e-02 2.337227910298757261e-01 6.228283383813132401e-01 7.087527513834578352e-01 -1.207968730476968844e+00 2.064386511763929732e+00
