ticker,name,market_cap,stock_price,revenue
9048,"Nagoya Railroad Co., Ltd.",352.94B,"1,800.00",665.43B
8955,Japan Prime Realty Investment Corporation,352.50B,"353,500",37.23B
7988,Nifco Inc.,352.02B,"3,650.00",361.88B
8410,"Seven Bank, Ltd.",351.10B,300.70,205.85B
8985,Japan Hotel REIT Investment Corporation,349.14B,"68,200.0",29.65B
4666,"PARK24 Co., Ltd.",346.30B,"2,030.00",370.91B
7564,"Workman Co.,Ltd.",343.58B,"4,210.00",134.09B
7867,"TOMY Company, Ltd.",343.18B,"3,963.00",243.05B
6323,Rorze Corporation,341.60B,"1,937.00",117.32B
8341,"The 77 Bank, Ltd.",341.44B,"4,602.00",162.34B
7282,"Toyoda Gosei Co., Ltd.",340.30B,"2,684.50","1,053.84B"
3309,"Sekisui House Reit, Inc.",340.00B,"77,600.0",43.68B
9045,"Keihan Holdings Co., Ltd.",339.35B,"3,346.00",330.61B
2593,"Ito En, Ltd.",335.91B,"3,294.00",463.69B
3397,TORIDOLL Holdings Corporation,335.37B,"3,832.00",261.40B
9364,"Kamigumi Co., Ltd.",333.30B,"3,292.00",274.04B
3132,"Macnica Holdings, Inc.",333.28B,"1,843.00","1,010.20B"
6976,"Taiyo Yuden Co., Ltd.",332.16B,"2,623.00",335.56B
8424,"Fuyo General Lease Co., Ltd.",331.48B,"11,025.0",669.71B
7984,"Kokuyo Co., Ltd.",329.06B,"2,904.00",338.23B
3471,Mitsui Fudosan Logistics Park Inc.,328.73B,"102,100",24.83B
3549,"Kusuri No Aoki Holdings Co., Ltd.",328.33B,"3,138.00",464.08B
4540,Tsumura & Co.,327.76B,"4,368.00",171.79B
7180,"Kyushu Financial Group, Inc.",327.04B,755.90,185.59B
6368,Organo Corporation,326.82B,"6,960.00",159.82B
4203,Sumitomo Bakelite Company Limited,325.54B,"3,495.00",302.90B
9418,"U-NEXT HOLDINGS Co.,Ltd.",324.49B,"1,836.00",344.96B
9605,"Toei Company, Ltd.",324.42B,"5,240.00",173.37B
8111,Goldwin Inc.,320.80B,"7,356.00",128.91B
4681,"Resorttrust, Inc.",320.74B,"3,029.00",263.65B
1959,Kyudenko Corporation,319.00B,"4,641.00",483.06B
6770,"Alps Alpine Co., Ltd.",318.25B,"1,547.50",969.35B
4680,Round One Corporation,314.26B,"1,233.00",172.43B
6028,"TechnoPro Holdings, Inc.",313.82B,"3,024.00",229.65B
6471,NSK Ltd.,312.73B,636.90,797.73B
4530,"Hisamitsu Pharmaceutical Co., Inc.",312.45B,"4,284.00",150.13B
9065,Sankyu Inc.,311.25B,"5,885.00",597.31B
9412,SKY Perfect JSAT Holdings Inc.,309.99B,"1,094.00",122.71B
4631,DIC Corporation,309.70B,"3,271.00","1,071.13B"
4506,"Sumitomo Pharma Co., Ltd.",308.69B,777.00,372.71B
5711,Mitsubishi Materials Corporation,306.73B,"2,347.50","1,942.75B"
8304,"Aozora Bank, Ltd.",304.85B,"2,229.00",62.71B
7732,Topcon Corporation,300.21B,"2,857.00",213.18B
9449,"GMO internet group, Inc.",300.11B,"2,868.00",277.41B
9504,"The Chugoku Electric Power Co., Inc.",299.42B,832.70,"1,520.37B"
9831,"Yamada Holdings Co., Ltd.",298.02B,430.60,"1,614.60B"
6268,Nabtesco Corporation,297.91B,"2,415.50",323.38B
8012,"Nagase & Co., Ltd.",297.25B,"2,740.50",940.46B
3249,Industrial & Infrastructure Fund Investment Corporation,296.74B,"117,000",36.73B
4443,"Sansan, Inc.",295.13B,"2,340.00",38.21B
4205,Zeon Corporation,294.70B,"1,491.50",413.91B
5832,"Chugin Financial Group,Inc.",292.61B,"1,563.50",124.61B
2206,"Ezaki Glico Co., Ltd.",292.54B,"4,566.00",331.13B
6269,"MODEC, Inc.",290.99B,"4,180.00",658.20B
5214,"Nippon Electric Glass Co., Ltd.",290.98B,"3,576.00",299.24B
5393,Nichias Corporation,290.51B,"4,574.00",257.23B
1860,Toda Corporation,290.27B,961.40,550.43B
6592,"Mabuchi Motor Co., Ltd.",289.18B,"2,299.00",196.21B
4194,"Visional, Inc.",289.06B,"7,281.00",68.79B
1662,"Japan Petroleum Exploration Co., Ltd.",288.62B,"1,119.00",370.75B
6755,Fujitsu General Limited,288.52B,"2,754.00",345.19B
8425,"Mizuho Leasing Company, Limited",285.50B,"1,020.00",614.30B
3226,Nippon Accommodations Fund Inc.,284.97B,"566,000",25.29B
8876,"Relo Group, Inc.",284.61B,"1,869.50",142.97B
7189,"Nishi-Nippon Financial Holdings, Inc.",284.00B,"2,045.00",157.76B
4401,Adeka Corporation,283.84B,"2,790.00",409.66B
6952,"Casio Computer Co.,Ltd.",283.58B,"1,243.50",263.32B
5076,INFRONEER Holdings Inc.,281.26B,"1,155.00",827.60B
5463,Maruichi Steel Tube Ltd.,280.18B,"3,479.00",266.56B
3048,Bic Camera Inc.,280.14B,"1,610.50",936.25B
6728,"ULVAC, Inc.",280.09B,"5,674.00",275.76B
2726,"PAL GROUP Holdings CO., LTD.",279.57B,"3,220.00",202.53B
7205,"Hino Motors, Ltd.",279.45B,486.80,"1,654.95B"
8242,H2O Retailing Corporation,278.36B,"2,307.00",676.82B
9072,"NIKKON Holdings Co.,Ltd.",277.98B,"2,298.00",240.74B
4114,"Nippon Shokubai Co., Ltd.",277.10B,"1,829.50",408.27B
9044,"Nankai Electric Railway Co., Ltd.",277.01B,"2,500.50",244.62B
6135,"Makino Milling Machine Co., Ltd.",276.45B,"11,820.0",231.16B
8976,Daiwa Office Investment Corporation,274.66B,"291,200",28.79B
4587,PeptiDream Inc.,274.26B,"2,116.00",46.68B
1963,JGC Holdings Corporation,273.58B,"1,132.00",835.66B
5714,"Dowa Holdings Co., Ltd.",273.09B,"4,632.00",682.77B
3591,Wacoal Holdings Corp.,271.76B,"5,160.00",179.34B
6436,Amano Corporation,270.69B,"3,798.00",170.99B
3279,Activia Properties Inc.,268.52B,"338,500",31.62B
8377,"Hokuhoku Financial Group, Inc.",268.35B,"2,187.00",174.11B
4927,Pola Orbis Holdings Inc.,266.96B,"1,206.50",170.36B
8129,"Toho Holdings Co., Ltd.",266.34B,"4,167.00","1,519.22B"
2811,"Kagome Co., Ltd.",265.79B,"2,917.00",306.87B
8570,"AEON Financial Service Co., Ltd.",265.53B,"1,230.00",481.00B
6951,JEOL Ltd.,265.51B,"5,192.00",203.81B
3387,create restaurants holdings inc.,264.90B,"1,293.00",152.71B
1332,Nissui Corporation,264.76B,853.80,869.23B
9759,"NSD Co., Ltd.",264.38B,"3,438.00",105.52B
4902,"Konica Minolta, Inc.",264.28B,539.70,"1,187.89B"
9336,"Daiei Kankyo Co., Ltd.",262.31B,"2,813.00",77.28B
4516,"Nippon Shinyaku Co., Ltd.",260.96B,"3,873.00",156.85B
3292,AEON REIT Investment Corporation,260.93B,"124,100",42.22B
2810,House Foods Group Inc.,258.44B,"2,749.50",313.26B
9409,TV Asahi Holdings Corporation,258.23B,"2,595.00",318.31B
6432,"Takeuchi Mfg. Co., Ltd.",258.17B,"5,470.00",220.20B
3466,LaSalle LOGIPORT REIT,255.71B,"140,500",25.56B
6544,"Japan Elevator Service Holdings Co.,Ltd.",255.42B,"2,868.00",47.28B
3401,Teijin Limited,251.27B,"1,304.00","1,080.08B"
2121,"MIXI, Inc.",249.68B,"3,540.00",152.01B
2264,"Morinaga Milk Industry Co., Ltd.",249.33B,"3,048.00",554.54B
3234,Mori Hills REIT Investment Corporation,248.93B,"129,900",22.36B
268A,Rigaku Holdings Corporation,248.45B,"1,101.00",90.65B
6674,GS Yuasa Corporation,248.25B,"2,475.00",578.12B
4686,JustSystems Corporation,247.90B,"3,580.00",43.31B
3994,"Money Forward, Inc.",246.87B,"4,489.00",40.36B
8358,Suruga Bank Ltd.,246.63B,"1,328.00",73.03B
5706,"Mitsui Mining & Smelting Co., Ltd.",245.20B,"4,379.00",696.07B
8174,"Nippon Gas Co., Ltd.",244.25B,"2,206.00",197.20B
8967,"Japan Logistics Fund, Inc.",244.25B,"88,500.0",21.43B
5471,"Daido Steel Co., Ltd.",244.11B,"1,186.00",573.76B
1414,"SHO-BOND Holdings Co.,Ltd.",243.20B,"4,708.00",88.30B
8283,Paltac Corporation,243.05B,"3,921.00",-
4478,freee K.K.,242.94B,"4,120.00",28.91B
7327,"Daishi Hokuetsu Financial Group, Inc.",242.52B,"2,811.00",143.31B
141A,Trial Holdings Inc.,242.46B,"1,986.00",760.97B
3107,"Daiwabo Holdings Co., Ltd.",242.11B,"2,693.50","1,101.29B"
5741,UACJ Corporation,241.30B,"5,000.00",970.87B
9069,"SENKO Group Holdings Co., Ltd.",240.95B,"1,415.00",837.45B
4887,"Sawai Group Holdings Co., Ltd.",239.90B,"2,062.00",184.01B
7947,FP Corporation,237.54B,"2,938.00",232.95B
4118,Kaneka Corporation,234.36B,"3,716.00",800.62B
9744,MEITEC Group Holdings Inc.,230.39B,"2,984.00",131.88B
9507,"Shikoku Electric Power Company, Incorporated",230.36B,"1,120.00",827.27B
3865,Hokuetsu Corporation,228.97B,"1,476.00",301.25B
9616,"Kyoritsu Maintenance Co., Ltd.",226.91B,"3,021.00",223.47B
2531,Takara Holdings Inc.,226.89B,"1,162.00",352.69B
8366,"The Shiga Bank, Ltd.",226.45B,"4,825.00",99.12B
8282,K's Holdings Corporation,226.11B,"1,403.00",730.36B
8961,"MORI TRUST REIT, Inc.",224.99B,"63,300.0",21.80B
3350,Metaplanet Inc.,224.63B,"6,210.00",1.06B
6412,Heiwa Corporation,223.39B,"2,265.00",152.36B
9003,"Sotetsu Holdings, Inc.",223.38B,"2,401.00",301.47B
4626,"Taiyo Holdings Co., Ltd.",222.98B,"4,100.00",117.42B
2607,Fuji Oil Holdings Inc.,221.25B,"2,573.50",634.44B
9166,GENDA Inc.,219.95B,"2,857.00",94.52B
9934,"Inaba Denki Sangyo Co.,Ltd.",218.78B,"3,876.00",375.42B
4208,UBE Corporation,217.51B,"2,240.00",494.91B
4272,"Nippon Kayaku Co., Ltd.",217.01B,"1,367.00",219.99B
7419,Nojima Corporation,216.97B,"2,335.00",816.97B
7581,"Saizeriya Co.,Ltd.",216.38B,"4,400.00",233.17B
7762,"Citizen Watch Co., Ltd.",216.31B,894.00,315.65B
8273,"Izumi Co., Ltd.",215.16B,"3,007.00",499.61B
9787,"Aeon Delight Co., Ltd.",214.79B,"4,535.00",336.30B
8086,Nipro Corporation,213.90B,"1,312.50",626.93B
8986,Daiwa Securities Living Investment Corporation,213.49B,"88,700.0",27.44B
7105,"Mitsubishi Logisnext Co., Ltd.",213.29B,"1,990.00",681.60B
9303,"The Sumitomo Warehouse Co., Ltd.",211.98B,"2,773.00",187.68B
2201,"Morinaga&Co., Ltd.",211.65B,"2,466.00",226.16B
4819,"Digital Garage, Inc.",210.32B,"4,590.00",31.91B
8964,Frontier Real Estate Investment Corporation,210.18B,"77,800.0",24.45B
6632,JVCKENWOOD Corporation,210.10B,"1,425.00",362.68B
8020,Kanematsu Corporation,209.94B,"2,511.50","1,041.69B"
8698,"Monex Group, Inc.",209.94B,824.00,69.84B
7906,"YONEX Co., Ltd.",209.68B,"2,500.00",133.03B
2296,Itoham Yonekyu Holdings Inc.,209.07B,"3,685.00",985.84B
3282,"Comforia Residential REIT, Inc",208.04B,"266,600",22.05B
3295,"Hulic Reit, Inc.",207.79B,"143,900",22.83B
4206,"Aica Kogyo Company, Limited",207.70B,"3,316.00",246.54B
8022,Mizuno Corporation,207.20B,"8,100.00",237.03B
6508,Meidensha Corporation,207.09B,"4,590.00",295.05B
1719,Hazama Ando Corporation,206.92B,"1,320.00",410.08B
8628,"Matsui Securities Co., Ltd.",205.93B,800.00,31.17B
7313,"TS TECH Co., Ltd.",205.12B,"1,710.00",451.84B
1417,MIRAIT ONE Corporation,204.78B,"2,275.00",571.37B
7148,"Financial Partners Group Co.,Ltd.",203.98B,"2,444.00",111.35B
7451,"Mitsubishi Shokuhin Co., Ltd.",203.86B,"4,700.00","2,101.53B"
6103,Okuma Corporation,202.98B,"3,355.00",209.67B
6787,"Meiko Electronics Co., Ltd.",200.91B,"7,850.00",197.68B
4483,JMDC Inc.,199.81B,"3,057.00",40.71B
7956,Pigeon Corporation,199.77B,"1,670.50",104.17B
6134,Fuji Corporation,199.27B,"2,212.50",124.96B
9746,TKC Corporation,198.69B,"3,810.00",75.63B
3941,"Rengo Co., Ltd.",198.28B,803.50,950.54B
7966,LINTEC Corporation,197.21B,"2,882.00",311.82B
6871,"Micronics Japan Co., Ltd.",196.42B,"4,830.00",55.64B
5301,"Tokai Carbon Co., Ltd.",196.42B,920.10,350.11B
9436,Okinawa Cellular Telephone Company,196.00B,"4,135.00",81.96B
8850,Starts Corporation Inc.,195.72B,"3,965.00",237.50B
8524,"North Pacific Bank,Ltd.",195.57B,508.00,134.06B
8078,"Hanwa Co., Ltd.",195.45B,"4,840.00","2,524.94B"
8956,NTT UD REIT Investment Corporation,194.52B,"131,800",23.78B
6925,Ushio Inc.,194.45B,"2,089.00",175.01B
8050,Seiko Group Corporation,194.42B,"4,760.00",303.65B
6371,Tsubakimoto Chain Co.,193.64B,"1,888.00",276.62B
4043,Tokuyama Corporation,193.39B,"2,681.50",345.12B
2127,Nihon M&A Center Holdings Inc.,192.59B,607.10,42.83B
2782,"Seria Co., Ltd.",192.09B,"2,525.00",231.97B
2160,GNI Group Ltd.,191.34B,"3,885.00",23.61B
8381,"The San-in Godo Bank,Ltd.",191.09B,"1,263.00",112.02B
1820,"Nishimatsu Construction Co., Ltd.",191.04B,"4,840.00",371.52B
6454,"Max Co., Ltd.",191.00B,"4,135.00",90.32B
6960,"Fukuda Denshi Co., Ltd.",189.98B,"6,860.00",140.46B
9861,"Yoshinoya Holdings Co., Ltd.",189.73B,"2,926.00",200.33B
8848,Leopalace21 Corporation,188.71B,598.00,430.07B
2815,"ARIAKE JAPAN Co., Ltd.",188.54B,"6,060.00",64.15B
3110,"Nitto Boseki Co., Ltd.",187.86B,"4,965.00",106.73B
6754,Anritsu Corporation,186.74B,"1,441.00",113.01B
6995,"Tokai Rika Co., Ltd.",185.18B,"2,189.00",608.12B
1893,"Penta-Ocean Construction Co., Ltd.",184.05B,656.60,697.94B
5032,ANYCOLOR Inc.,183.99B,"3,025.00",33.85B
9302,"MITSUI-SOKO HOLDINGS Co., Ltd.",183.78B,"7,550.00",275.13B
7994,Okamura Corporation,183.70B,"2,014.00",308.92B
7278,EXEDY Corporation,183.39B,"4,815.00",309.84B
3050,"DCM Holdings Co., Ltd.",183.15B,"1,370.00",544.72B
2659,"SAN-A CO.,LTD.",183.10B,"2,995.00",235.25B
5805,SWCC Corporation,183.03B,"6,580.00",233.63B
3360,"Ship Healthcare Holdings, Inc.",181.77B,"1,926.50",670.20B
7616,"Colowide Co.,Ltd.",181.27B,"1,706.00",262.55B
3148,"Create SD Holdings Co., Ltd.",181.21B,"2,837.00",439.69B
4061,Denka Company Limited,180.84B,"2,109.00",398.02B
6807,"Japan Aviation Electronics Industry, Limited",180.54B,"2,679.00",220.88B
2730,EDION Corporation,179.92B,"1,721.00",756.06B
7716,Nakanishi Inc.,178.96B,"2,119.00",77.04B
8133,"Itochu Enex Co.,Ltd.",178.08B,"1,624.00",932.27B
6744,Nohmi Bosai Ltd.,178.03B,"3,055.00",128.15B
7220,"Musashi Seimitsu Industry Co., Ltd.",177.04B,"2,813.00",349.13B
8278,"Fuji Co., Ltd.",176.50B,"2,044.00",804.21B
3481,Mitsubishi Estate Logistics REIT Investment Corporation,175.97B,"350,500",18.34B
8368,"The Hyakugo Bank, Ltd.",175.83B,710.00,104.98B
4180,"Appier Group, Inc.",175.32B,"1,725.00",34.06B
9793,"Daiseki Co.,Ltd.",175.00B,"3,640.00",65.63B
1961,"Sanki Engineering Co., Ltd.",174.90B,"3,355.00",248.80B
1941,Chudenko Corporation,173.80B,"3,210.00",223.12B
9682,DTS Corporation,173.05B,"4,230.00",122.06B
3778,SAKURA Internet Inc.,173.00B,"4,430.00",27.56B
8066,Mitani Corporation,172.71B,"2,013.00",329.94B
7476,AS ONE Corporation,172.66B,"2,410.00",102.26B
5191,Sumitomo Riko Company Limited,172.45B,"1,715.00",629.60B
2270,"MEGMILK SNOW BRAND Co.,Ltd.",172.03B,"2,550.00",614.69B
6736,Sun Corporation,171.88B,"7,720.00",10.51B
6622,DAIHEN Corporation,171.63B,"7,460.00",217.16B
9936,Ohsho Food Service Corp.,171.51B,"3,040.00",107.32B
4665,"Duskin Co., Ltd.",171.33B,"3,676.00",186.26B
4046,"Osaka Soda Co., Ltd.",171.02B,"1,379.00",98.99B
4966,"C.Uyemura & Co.,Ltd.",170.99B,"10,590.0",85.70B
3765,"GungHo Online Entertainment, Inc.",170.53B,"3,038.00",103.60B
6507,"Sinfonia Technology Co.,Ltd.",170.35B,"6,430.00",112.78B
6966,"Mitsui High-tec, Inc.",170.32B,903.00,210.01B
8130,Sangetsu Corporation,169.96B,"2,903.00",197.15B
5451,"Yodogawa Steel Works, Ltd.",169.45B,"5,860.00",207.23B
8890,"Raysum Co., Ltd.",169.32B,"5,900.00",96.87B
8987,"Japan Excellent, Inc.",169.07B,"126,400",22.26B
8098,"Inabata & Co.,Ltd.",168.32B,"3,100.00",828.13B
1766,Token Corporation,168.18B,"12,390.0",353.39B
5423,"Tokyo Steel Manufacturing Co., Ltd.",168.08B,"1,581.00",345.33B
7003,"MITSUI E&S Co., Ltd.",167.78B,"1,663.00",305.26B
9031,"Nishi-Nippon Railroad Co., Ltd.",167.11B,"2,156.00",424.63B
8515,Aiful Corporation,166.15B,347.00,182.10B
4521,"Kaken Pharmaceutical Co., Ltd.",165.85B,"4,492.00",93.35B
3254,Pressance Corporation,165.73B,"2,387.00",182.68B
1861,"Kumagai Gumi Co.,Ltd.",165.26B,"3,965.00",466.15B
2001,Nippn Corporation,165.24B,"2,117.00",408.05B
7458,"Daiichikosho Co., Ltd.",165.14B,"1,607.50",151.32B
8957,"Tokyu REIT, Inc.",164.73B,"168,200",15.53B
3046,JINS HOLDINGS Inc.,164.32B,"7,040.00",85.89B
7380,"Juroku Financial Group,Inc.",164.01B,"4,615.00",116.78B
4373,"Simplex Holdings, Inc.",163.75B,"2,936.00",44.88B
1949,"Sumitomo Densetsu Co.,Ltd.",163.39B,"4,795.00",198.72B
1980,"Dai-Dan Co., Ltd.",162.75B,"3,970.00",243.78B
8919,"KATITAS CO., Ltd.",162.49B,"2,181.00",129.69B
9090,AZ-COM MARUWA Holdings Inc.,161.86B,"1,245.00",206.07B
7846,Pilot Corporation,161.79B,"4,198.00",126.17B
9505,Hokuriku Electric Power Company,161.76B,774.50,841.29B
8566,"Ricoh Leasing Company, Ltd.",161.52B,"5,260.00",303.40B
4041,"Nippon Soda Co., Ltd.",160.95B,"2,922.00",156.38B
2154,Open Up Group Inc.,160.12B,"1,885.00",189.21B
4634,"artience Co., Ltd.",159.86B,"3,035.00",351.06B
1333,Maruha Nichiro Corporation,159.72B,"3,175.00","1,071.43B"
6588,Toshiba Tec Corporation,159.65B,"3,030.00",576.93B
7740,"Tamron Co.,Ltd.",158.90B,"3,795.00",88.48B
9601,"Shochiku Co., Ltd.",158.86B,"11,560.0",82.38B
1833,Okumura Corporation,158.44B,"4,320.00",299.11B
7744,"Noritsu Koki Co., Ltd.",158.15B,"4,590.00",106.54B
4722,Future Corporation,158.11B,"1,865.00",69.88B
3569,"Seiren Co.,Ltd.",157.39B,"2,670.00",156.57B
7173,"Tokyo Kiraboshi Financial Group, Inc.",157.20B,"5,170.00",141.78B
215A,"Timee, Inc.",156.79B,"1,648.00",-
9627,Ain Holdings Inc.,156.77B,"4,475.00",420.96B
8803,"Heiwa Real Estate Co., Ltd.",156.09B,"4,755.00",35.67B
6407,CKD Corporation,155.85B,"2,336.00",149.26B
7004,Kanadevia Corporation,155.57B,925.00,596.96B
8194,Life Corporation,154.87B,"3,575.00",840.14B
5384,Fujimi Incorporated,154.45B,"2,082.00",60.44B
9025,"Konoike Transport Co.,Ltd.",154.39B,"2,909.00",337.57B
4045,"Toagosei Co., Ltd.",154.28B,"1,396.50",167.59B
6707,"Sanken Electric Co., Ltd.",153.84B,"6,445.00",151.48B
4547,"Kissei Pharmaceutical Co., Ltd.",153.67B,"3,590.00",83.39B
2678,ASKUL Corporation,153.62B,"1,625.00",478.33B
2602,"The Nisshin OilliO Group,Ltd.",153.51B,"4,810.00",527.25B
3222,United Super Markets Holdings Inc.,152.83B,779.00,717.26B
8966,"Heiwa Real Estate REIT, Inc.",152.00B,"127,200",17.78B
6055,"JAPAN MATERIAL Co., Ltd.",151.87B,"1,478.00",47.79B
2337,Ichigo Inc.,151.59B,358.00,101.56B
7630,"Ichibanya Co., Ltd.",151.58B,950.00,58.95B
9509,"Hokkaido Electric Power Company, Incorporated",150.04B,717.50,914.61B
5481,"Sanyo Special Steel Co., Ltd.",149.50B,"2,744.00",331.89B
1979,Taikisha Ltd.,149.16B,"4,600.00",273.04B
3738,T-Gaia Corporation,148.50B,"2,659.00",465.69B
7817,"Paramount Bed Holdings Co., Ltd.",148.47B,"2,625.00",108.03B
4544,"H.U. Group Holdings, Inc.",148.44B,"2,612.50",241.49B
7296,"F.C.C. Co., Ltd.",148.19B,"3,065.00",252.53B
5253,COVER Corporation,147.83B,"2,375.00",39.80B
4095,"Nihon Parkerizing Co., Ltd.",147.50B,"1,272.00",130.50B
1377,Sakata Seed Corporation,147.45B,"3,405.00",90.13B
8511,"Japan Securities Finance Co., Ltd.",147.08B,"1,794.00",52.84B
7864,"Fuji Seal International, Inc.",146.01B,"2,716.00",210.37B
6136,OSG Corporation,145.89B,"1,718.00",155.52B
9948,ARCS Company Limited,145.42B,"2,732.00",604.78B
3296,NIPPON REIT Investment Corporation,145.36B,"82,200.0",19.83B
7222,"Nissan Shatai Co., Ltd.",145.21B,"1,047.00",320.09B
6457,Glory Ltd.,144.20B,"2,620.50",392.81B
7242,KYB Corporation,143.97B,"2,909.00",436.87B
7976,"Mitsubishi Pencil Co., Ltd.",143.74B,"2,624.00",88.82B
5482,Aichi Steel Corporation,143.00B,"7,180.00",291.42B
9075,"Fukuyama Transporting Co., Ltd.",142.42B,"3,670.00",298.14B
8370,"The Kiyo Bank, Ltd.",141.71B,"2,229.00",81.06B
6013,"Takuma Co., Ltd.",141.60B,"1,824.00",150.71B
7157,Lifenet Insurance Company,141.44B,"1,761.00",28.55B
4928,"Noevir Holdings Co., Ltd.",141.41B,"4,210.00",64.01B
5857,"ARE Holdings, Inc.",141.20B,"1,843.00",471.92B
4776,"Cybozu, Inc.",140.93B,"3,010.00",29.68B
3105,Nisshinbo Holdings Inc.,140.76B,927.10,494.75B
8154,"Kaga Electronics Co.,Ltd.",140.17B,"2,770.00",532.48B
3498,"Kasumigaseki Capital Co.,Ltd.",140.07B,"14,320.0",68.86B
2685,"Adastria Co., Ltd.",139.81B,"3,040.00",292.43B
4023,Kureha Corporation,139.58B,"2,804.00",167.13B
3468,Star Asia Investment Corporation,139.46B,"51,900.0",16.08B
4553,"Towa Pharmaceutical Co., Ltd.",139.12B,"2,826.00",253.35B
6395,Tadano Ltd.,138.01B,"1,085.50",291.50B
9869,"Kato Sangyo Co., Ltd.",137.71B,"4,420.00","1,183.66B"
8585,Orient Corporation,137.14B,811.00,242.91B
7730,"Mani, Inc.",136.21B,"1,418.00",29.05B
7389,"Aichi Financial Group, Inc.",135.87B,"2,816.00",90.54B
3880,Daio Paper Corporation,135.62B,815.00,670.20B
6523,PHC Holdings Corporation,134.10B,"1,063.00",364.13B
8218,"Komeri Co.,Ltd.",134.01B,"2,827.00",376.54B
7014,"Namura Shipbuilding Co., Ltd.",133.90B,"1,995.00",158.77B
6670,"MCJ Co., Ltd.",133.73B,"1,361.00",200.27B
9974,"Belc CO., LTD.",132.79B,"6,480.00",379.44B
7734,"Riken Keiki Co., Ltd.",132.66B,"2,933.00",47.20B
5930,"Bunka Shutter Co., Ltd.",131.35B,"1,864.00",226.86B
8584,"JACCS Co., Ltd.",131.13B,"3,775.00",189.10B
7545,"Nishimatsuya Chain Co., Ltd.",130.52B,"2,228.00",183.22B
9882,Yellow Hat Ltd.,128.95B,"2,896.00",152.24B
4914,Takasago International Corporation,128.84B,"6,610.00",223.07B
8975,Ichigo Office REIT Investment Corporation,128.75B,"82,800.0",9.22B
9830,Trusco Nakayama Corporation,128.65B,"1,957.00",295.02B
7412,ATOM Corporation,128.22B,664.00,31.10B
4107,ISE Chemicals Corporation,127.30B,"26,150.0",33.29B
8968,Fukuoka REIT Corporation,126.88B,"145,700",18.74B
6472,NTN Corporation,126.64B,239.20,831.26B
1950,"Nippon Densetsu Kogyo Co., Ltd.",126.61B,"2,146.00",201.53B
8595,"JAFCO Group Co., Ltd.",126.52B,"2,318.50",35.22B
2695,"Kura Sushi,Inc.",125.77B,"3,145.00",234.95B
2317,Systena Corporation,125.11B,350.00,80.36B
2124,"JAC Recruitment Co., Ltd.",124.77B,792.00,39.16B
6750,"Elecom Co., Ltd.",124.62B,"1,632.00",116.40B
7970,"Shin-Etsu Polymer Co.,Ltd.",124.41B,"1,571.00",107.61B
8616,"Tokai Tokyo Financial Holdings, Inc.",124.31B,508.00,88.79B
4628,"Sk Kaken Co.,Ltd.",124.25B,"9,470.00",96.80B
4369,Tri Chemical Laboratories Inc.,124.14B,"3,900.00",16.14B
4368,"Fuso Chemical Co.,Ltd.",123.58B,"3,545.00",68.26B
1890,"Toyo Construction Co., Ltd.",123.05B,"1,340.00",166.01B
8609,Okasan Securities Group Inc.,122.95B,610.00,84.06B
3993,PKSHA Technology Inc.,122.44B,"3,940.00",17.89B
4432,WingArc1st Inc.,122.23B,"3,565.00",27.68B
9010,"Fuji Kyuko Co., Ltd.",122.13B,"2,300.00",51.11B
3543,"KOMEDA Holdings Co., Ltd.",122.09B,"2,684.00",45.78B
8522,"The Bank of Nagoya, Ltd.",121.96B,"7,440.00",85.56B
7381,"Hokkoku Financial Holdings, Inc.",121.80B,"5,300.00",75.78B
3167,TOKAI Holdings Corporation,121.63B,938.00,240.02B
3097,The Monogatari Corporation,121.32B,"3,180.00",115.06B
9672,"Tokyotokeiba Co.,Ltd.",121.03B,"4,600.00",40.44B
8276,"Heiwado Co.,Ltd.",120.29B,"2,381.00",438.91B
6315,TOWA Corporation,120.16B,"1,602.00",57.70B
6590,Shibaura Mechatronics Corporation,120.14B,"9,160.00",76.21B
7283,"Aisan Industry Co., Ltd.",120.03B,"1,934.00",334.06B
7821,"Maeda Kosen Co., Ltd.",119.66B,"1,766.00",59.92B
7512,Aeon Hokkaido Corporation,118.68B,851.00,166.01B
3287,"Hoshino Resorts REIT, Inc.",118.63B,"204,200",14.01B
8714,"Senshu Ikeda Holdings, Inc.",118.35B,422.00,87.38B
4551,"Torii Pharmaceutical Co., Ltd.",118.19B,"4,245.00",60.43B
6740,Japan Display Inc.,117.59B,19.00,202.24B
3191,"Joyful Honda Co.,Ltd.",117.56B,"1,914.00",154.98B
1926,"Raito Kogyo Co., Ltd.",117.45B,"2,613.00",121.17B
9699,"Nishio Holdings Co., Ltd.",117.43B,"4,230.00",203.18B
9956,"Valor Holdings Co., Ltd.",117.40B,"2,230.00",817.38B
