ticker,name,market_cap,stock_price,revenue
9679,"HORAI Co., Ltd.",6.84B,"4,900.00",5.54B
6634,NCXX Group Inc.,6.84B,183.00,2.13B
4256,"CYND Co., Ltd.",6.81B,"1,174.00",2.16B
7082,"Jimoty, Inc.",6.80B,"1,395.00",1.77B
1783,"Fantasista Co., Ltd.",6.80B,36.00,14.39B
3628,"Data Horizon Co.,Ltd.",6.78B,486.00,4.82B
2303,Dawn Corp.,6.76B,"2,270.00",1.58B
2488,"JTP Co.,Ltd.",6.76B,"1,227.00",7.38B
4777,Gala Incorporated,6.75B,248.00,2.35B
6748,"Seiwa Electric Mfg. Co., Ltd.",6.75B,515.00,25.22B
3934,"BENEFIT JAPAN Co., Ltd.",6.73B,"1,076.00",12.73B
9264,"Puequ CO.,LTD.",6.70B,"1,418.00",8.88B
3113,UNIVA Oak Holdings Limited,6.69B,81.00,3.21B
160A,"As Partners CO.,LTD.",6.68B,"1,877.00",17.15B
3892,"Okayama Paper Industries Co., Ltd.",6.67B,"1,410.00",11.64B
4929,"Adjuvant Holdings Co.,Ltd.",6.66B,831.00,4.19B
4100,Toda Kogyo Corp.,6.65B,"1,150.00",28.38B
8940,"Intellex Co., Ltd.",6.65B,820.00,42.67B
7192,Mortgage Service Japan Limited,6.65B,455.00,7.41B
4198,"TENDA Co.,LTD.",6.64B,"1,024.00",5.85B
6189,Global Kids Company Corp.,6.64B,699.00,26.21B
7386,"Japan Warranty Support Co., Ltd.",6.63B,"2,680.00",2.01B
1434,"Jesco Holdings, Inc.",6.62B,"1,000.00",17.14B
4925,"HABA Laboratories,Inc.",6.62B,"1,772.00",12.30B
5966,"Kyoto Tool Co., Ltd.",6.61B,"2,695.00",8.75B
7590,"Takasho Co.,Ltd.",6.61B,401.00,19.12B
9930,"Kitazawa Sangyo Co., Ltd.",6.60B,355.00,15.11B
5259,BBD Initiative Inc.,6.59B,"1,186.00",3.40B
2984,"Yamaichi Uniheim Real Estate Co.,Ltd",6.58B,772.00,24.24B
3551,Dynic Corporation,6.58B,790.00,43.59B
7291,"Nihon Plast Co., Ltd.",6.57B,348.00,123.82B
6930,"Nippon Antenna Co.,Ltd.",6.54B,610.00,10.67B
6721,Wintest Corp.,6.53B,145.00,417.00M
8045,"Yokohama Maruuo Co., Ltd.",6.53B,"1,005.00",39.79B
6044,Sanki Service Corporation,6.51B,"1,010.00",19.36B
9780,Harima B.Stem Corporation,6.50B,707.00,27.43B
156A,Material Group Inc.,6.49B,667.00,5.64B
5033,Nulab Inc.,6.49B,"1,001.00",4.04B
6360,"Tokyo Automatic Machinery Works, Ltd.",6.46B,"4,650.00",5.51B
4012,"Axis Co.,Ltd.",6.46B,"1,496.00",7.43B
3021,"Pacific Net Co.,Ltd.",6.45B,"1,246.00",7.48B
5695,"Powdertech Co., Ltd.",6.44B,"2,208.00",9.11B
1992,"Kanda Tsushinki Co., Ltd.",6.44B,"2,770.00",7.55B
7859,Almedio Inc.,6.44B,318.00,7.87B
8938,"GLOME Holdings,Inc.",6.43B,710.00,1.86B
2311,"EPCO Co.,Ltd.",6.42B,729.00,5.61B
8700,"Maruhachi Securities Co., Ltd.",6.42B,"1,609.00",3.29B
3386,"Cosmo Bio Company,Limited",6.39B,"1,098.00",10.04B
3246,"KOSE R.E. Co.,Ltd.",6.38B,628.00,6.66B
7075,"QLS Holdings Co., Ltd",6.37B,866.00,10.00B
3847,Pacific Systems Corporation,6.36B,"4,300.00",11.35B
288A,Laxus Technologies Inc.,6.36B,256.00,2.25B
7872,"Estelle Holdings Co.,Ltd.",6.35B,606.00,31.46B
4398,"BroadBand Security, Inc.",6.34B,"1,409.00",6.24B
9656,Greenland Resort Company Limited,6.32B,611.00,6.41B
4629,"Daishin Chemical Co.,Ltd.",6.31B,"1,390.00",34.20B
7677,"Yashima & Co.,Ltd.",6.31B,"2,295.00",27.67B
7707,"Precision System Science Co., Ltd.",6.30B,238.00,4.16B
9761,"Tokai Lease Co.,Ltd.",6.30B,"1,821.00",17.30B
1897,"The Kaneshita Construction Co.,Ltd.",6.30B,"2,884.00",9.74B
6039,"Japan Animal Referral Medical Center Co., Ltd.",6.28B,"2,412.00",5.10B
9367,"Daito Koun Co.,Ltd.",6.27B,727.00,16.59B
6907,"GEOMATEC Co., Ltd.",6.26B,792.00,6.32B
4584,Kidswell Bio Corporation,6.26B,139.00,1.88B
173A,Hammock Inc.,6.26B,"1,449.00",-
3652,Digital Media Professionals Inc.,6.26B,"1,948.00",2.93B
1768,Sonec Corporation,6.24B,857.00,14.91B
9063,"Okayamaken Freight Transportation Co., Ltd.",6.22B,"2,985.00",38.14B
198A,PostPrime Inc.,6.22B,630.00,787.14M
4270,BeeX Inc.,6.22B,"2,819.00",8.88B
7066,"Peers Co.,Ltd.",6.21B,642.00,6.13B
4125,Sanwayuka Industry Corporation,6.19B,"1,456.00",15.67B
6059,"UCHIYAMA HOLDINGS Co.,Ltd.",6.18B,318.00,29.11B
7297,"Car Mate Mfg. Co., Ltd.",6.18B,871.00,15.41B
3065,"Life Foods Co., Ltd.",6.16B,"1,687.00",9.89B
2293,"Takizawa Ham Co., Ltd.",6.16B,"3,000.00",28.22B
9360,Suzuyo Shinwart Corporation,6.16B,"2,433.00",18.48B
9173,"Tokai Kisen Co., Ltd.",6.15B,"2,814.00",14.60B
3319,Golf Digest Online Inc.,6.15B,341.00,57.01B
5599,S&J Corporation,6.14B,"1,105.00",-
3799,Keyware Solutions Inc.,6.14B,762.00,20.94B
6542,Founder's Consultants Holdings Inc.,6.12B,958.00,8.76B
7039,BRIDGE International Corp.,6.11B,"1,700.00",8.62B
3497,LeTech Corporation,6.10B,"1,297.00",17.64B
6513,"Origin Company, Limited",6.10B,"1,146.00",27.77B
7883,"Sun Messe Co., Ltd.",6.09B,393.00,16.66B
1438,"Gifu landscape architect Co., Ltd.",6.09B,"1,902.00",5.34B
3123,"Saibo Co., Ltd.",6.08B,467.00,10.86B
4372,"YMIRLINK,Inc.",6.07B,"1,585.00",2.67B
3173,"Cominix Co.,Ltd.",6.07B,886.00,28.22B
4752,Showa System Engineering Corporation,6.06B,"1,396.00",8.17B
7490,"Nissin Shoji Co.,Ltd.",6.05B,906.00,38.06B
3293,"AZUMA HOUSE Co., Ltd.",6.05B,750.00,13.74B
8077,TORQ Inc.,6.04B,264.00,22.41B
2483,Honyaku Center Inc.,6.03B,"1,805.00",11.28B
6229,Okumura Engineering corp.,6.03B,"1,331.00",10.19B
5533,"Elitz Holdings Co., Ltd.",6.03B,"1,750.00",6.05B
9625,"Cerespo Co., Ltd.",6.01B,"1,119.00",12.95B
2195,"Amita Holdings Co.,Ltd.",6.00B,351.00,4.93B
9885,"Charle Co.,Ltd.",6.00B,382.00,11.97B
2776,"SHINTO Holdings, Inc.",5.97B,145.00,8.48B
5367,Nikkato Corporation,5.97B,502.00,10.24B
2122,"Interspace Co.,Ltd.",5.96B,950.00,8.15B
9265,"Yamashita Health Care Holdings,Inc.",5.95B,"2,388.00",64.02B
1757,"Souken Ace Co., Ltd.",5.95B,21.00,1.92B
4476,AI CROSS Inc.,5.93B,"1,592.00",3.71B
7175,"The Imamura Securities Co., Ltd.",5.93B,"1,158.00",4.54B
6998,"Nippon Tungsten Co., Ltd.",5.92B,"1,223.00",12.42B
7065,UPR Corporation,5.92B,782.00,15.37B
7022,Sanoyas Holdings Corporation,5.91B,178.00,24.04B
4624,"Isamu Paint Co., Ltd.",5.90B,"3,095.00",8.11B
4598,"Delta-Fly Pharma, Inc.",5.90B,600.00,-
3681,"V-cube, Inc.",5.87B,243.00,10.78B
5578,"AR advanced technology, Inc.",5.86B,"1,715.00",11.33B
7040,"Sun-Life Holding Co.,Ltd.",5.85B,954.00,13.60B
6546,Fulltech Co.Ltd.,5.84B,"1,094.00",13.81B
4317,Ray Corporation,5.83B,429.00,10.45B
4380,M - mart Inc.,5.81B,"1,196.00",1.24B
3810,"CyberStep, Inc.",5.80B,358.00,2.78B
2162,nms Holdings Corporation,5.78B,369.00,74.49B
4496,Commerce One Holdings Inc.,5.78B,822.00,3.68B
1840,"Tsuchiya Holdings Co., Ltd.",5.77B,231.00,33.28B
4531,"Yuki Gosei Kogyo Co., Ltd.",5.77B,268.00,14.85B
4234,"Sun A.Kaken Company,Limited",5.77B,594.00,29.00B
3988,"SYS Holdings Co., Ltd.",5.77B,547.00,12.90B
9246,"ProjectHoldings, Inc.",5.76B,"1,028.00",5.28B
9340,"ASO International, Inc.",5.75B,589.00,3.69B
3187,miratap inc.,5.74B,312.00,16.26B
6858,"Ono Sokki Co., Ltd.",5.73B,557.00,11.80B
8208,"Encho Co.,Ltd.",5.72B,837.00,34.93B
7726,Kuroda Precision Industries Ltd.,5.72B,"1,021.00",17.74B
3440,"NISSO PRONITY Co., Ltd.",5.69B,873.00,19.59B
6171,C.E.Management Integrated Laboratory Co.Ltd,5.69B,370.00,7.35B
9853,"Ginza Renoir Co., Ltd.",5.68B,930.00,7.71B
6185,SMN Corporation,5.68B,410.00,11.01B
3758,Aeria Inc.,5.67B,263.00,19.16B
6570,Kyowa Corporation,5.67B,957.00,15.99B
7087,"WILLTEC Co.,Ltd.",5.67B,890.00,44.93B
6391,Kaji Technology Corporation,5.66B,"3,445.00",7.48B
7857,"Seki Co., Ltd.",5.66B,"1,350.00",12.36B
4960,"Chemipro Kasei Kaisha, Ltd.",5.65B,341.00,9.47B
3997,"TRADE WORKS Co., Ltd",5.65B,"1,639.00",4.59B
4446,Link-U Group Inc.,5.64B,400.00,4.07B
3760,"CAVE Interactive CO.,LTD.",5.64B,947.00,13.49B
3377,BIKE O & COMPANY Ltd.,5.64B,408.00,33.97B
5070,DRAFT Inc.,5.63B,581.00,12.28B
2404,"Tetsujin Holdings, Inc.",5.63B,430.00,7.30B
2138,"CROOZ, Inc.",5.63B,582.00,14.52B
6629,"Techno Horizon Co.,Ltd.",5.62B,425.00,50.17B
4762,XNET Corporation,5.62B,"1,344.00",5.35B
8835,Taiheiyo Kouhatsu Incorporated,5.62B,726.00,40.42B
4572,"Carna Biosciences, Inc.",5.61B,299.00,636.24M
6158,"Waida Mfg. Co.,Ltd.",5.61B,856.00,7.98B
3940,"Nomura System Corporation Co, Ltd.",5.60B,122.00,3.28B
8230,"Hasegawa Co., Ltd.",5.60B,308.00,19.79B
7111,"INEST, Inc.",5.59B,50.00,17.69B
4492,Genetec Corporation,5.58B,484.00,8.04B
9876,"Cox Co., Ltd.",5.58B,202.00,15.09B
2055,"Nichiwa Sangyo Co., Ltd.",5.58B,308.00,50.11B
6292,"Kawata Mfg. Co., Ltd.",5.58B,784.00,21.13B
3686,DLE Inc.,5.57B,138.00,1.91B
7980,"Shigematsu Works Co., Ltd.",5.57B,784.00,13.93B
1418,"Interlife Holdings Co., Ltd.",5.56B,365.00,16.81B
2375,GiG Works Inc.,5.55B,291.00,25.37B
7425,"Hatsuho Shouji Co.,Ltd.",5.55B,"1,682.00",34.83B
2796,Pharmarise Holdings Corporation,5.54B,489.00,58.06B
9976,"Sekichu Co., Ltd.",5.53B,"1,048.00",37.73B
5612,Nippon Chutetsukan K.K.,5.53B,"1,885.00",16.97B
3823,"THE WHY HOW DO COMPANY, Inc.",5.53B,82.00,968.00M
3323,"Recomm Co., Ltd.",5.52B,66.00,12.05B
7812,CRESTEC Inc.,5.52B,"1,795.00",19.33B
7527,SystemSoft Corporation,5.51B,67.00,2.08B
9159,W TOKYO Inc.,5.51B,"2,000.00",3.89B
6837,"Kyosha Co., Ltd.",5.51B,380.00,25.51B
3537,"Shoei Yakuhin Co.,Ltd.",5.51B,"1,649.00",24.53B
3143,O'will Corporation,5.50B,"1,838.00",37.81B
2134,"Kitahama Capital Partners Co.,Ltd.",5.50B,20.00,633.00M
7918,"VIA Holdings,Inc.",5.49B,123.00,17.35B
3236,"Properst Co., Ltd.",5.48B,163.00,17.50B
6049,ItoKuro Inc.,5.48B,270.00,2.98B
4074,"LaKeel, Inc.",5.47B,755.00,7.97B
7325,IRRC Corporation,5.47B,666.00,8.82B
6402,"Kanematsu Engineering Co., Ltd.",5.47B,"1,139.00",4.26B
6286,Seiko Corporation,5.46B,845.00,39.11B
3396,Felissimo Corporation,5.46B,778.00,29.22B
130A,Veritas In Silico Inc.,5.44B,880.00,194.64M
7619,"Tanaka Co.,Ltd.",5.44B,674.00,41.19B
4556,"KAINOS Laboratories, Inc.",5.44B,"1,220.00",4.44B
244A,"Growth X Partners,Inc.",5.43B,"1,654.00",4.42B
5576,O.B.System Inc.,5.42B,"2,348.00",7.55B
4576,"D. Western Therapeutics Institute, Inc.",5.41B,147.00,471.58M
4428,sinops Inc.,5.40B,890.00,1.78B
9346,"Cocorport, Inc.",5.39B,"1,485.00",6.08B
245A,INGS inc.,5.39B,"2,246.00",-
194A,"WOLVES HAND Co., Ltd.",5.39B,769.00,4.99B
6654,"Fuji Electric Industry Co., Ltd.",5.39B,"1,045.00",3.88B
1446,"CANDEAL Co.,Ltd",5.38B,584.00,13.39B
3426,"Atom Livin Tech Co., Ltd.",5.37B,"1,347.00",10.15B
3719,"Gexeed Co., Ltd.",5.36B,224.00,495.00M
7887,"Nankai Plywood Co.,Ltd.",5.36B,"5,540.00",24.39B
6597,HPC SYSTEMS Inc.,5.36B,"1,293.00",6.84B
5476,"Nippon Koshuha Steel Co.,Ltd.",5.35B,365.00,36.32B
7273,"ikuyo Co.,Ltd.",5.33B,"3,500.00",17.69B
4040,"Nankai Chemical Company,Limited",5.32B,"2,650.00",20.21B
8166,"Taka-Q Co., Ltd.",5.30B,129.00,22.05B
7078,INCLUSIVE Inc.,5.28B,527.00,4.89B
4539,"Nippon Chemiphar Co., Ltd.",5.28B,"1,462.00",31.99B
3841,Jedat Inc.,5.28B,"1,372.00",1.59B
7808,"C.S. Lumber Co., Inc",5.28B,"2,852.00",20.12B
9219,GiXo Ltd.,5.27B,968.00,2.26B
5283,"Takamisawa Co., Ltd.",5.26B,"3,150.00",72.65B
7370,"Enjin Co., Ltd.",5.26B,750.00,2.99B
7940,"Wavelock Holdings Co., Ltd.",5.24B,629.00,25.35B
7531,Seiwa Chuo Holdings Corporation,5.24B,"1,363.00",51.47B
9212,"Green Earth Institute Co., Ltd.",5.23B,464.00,1.02B
5936,"Toyo Shutter Co., Ltd.",5.23B,826.00,20.58B
9060,Japan Logistic Systems Corp.,5.23B,"3,860.00",64.58B
4570,"Immuno-Biological Laboratories Co., Ltd.",5.22B,559.00,948.00M
1401,Mbs Inc,5.22B,710.00,4.45B
4260,"Hybrid Technologies Co., Ltd.",5.22B,458.00,3.05B
9051,"Senkon Logistics Co., Ltd.",5.21B,"1,010.00",18.67B
3671,"Softmax Co., Ltd",5.21B,868.00,5.43B
4884,"Kringle Pharma, Inc.",5.20B,788.00,80.00M
5446,"HOKUETSU METAL Co., Ltd.",5.20B,"1,350.00",30.38B
3815,"Media Kobo, Inc.",5.19B,515.00,1.96B
7833,IFIS Japan Ltd.,5.18B,538.00,5.86B
2894,"Ishii Food Co., Ltd.",5.18B,312.00,10.86B
4728,"Tose Co., Ltd.",5.18B,688.00,5.40B
7427,"Echo Trading Co., Ltd.",5.17B,857.00,106.93B
2373,Care Twentyone Corporation,5.17B,389.00,45.40B
3996,Signpost Corporation,5.15B,410.00,3.03B
6964,"Sanko Co., Ltd.",5.15B,580.00,16.37B
1718,"Mikikogyo Co., Ltd.",5.14B,"4,890.00",27.29B
2788,"Apple International Co., Ltd.",5.14B,400.00,43.80B
3359,"cotta CO.,LTD",5.13B,480.00,9.17B
269A,Sapeet Inc.,5.12B,"4,010.00",-
3848,"Data Applications Company, Limited",5.12B,825.00,2.50B
6942,"Sophia Holdings Co.,Ltd.",5.11B,"1,104.00",8.57B
6888,Acmos Inc.,5.11B,514.00,6.32B
5571,"Excite Holdings Co., Ltd.",5.11B,"1,051.00",8.58B
4412,"Science Arts, Inc.",5.11B,632.00,1.22B
5939,"Otani Kogyo Co.,Ltd.",5.10B,"6,490.00",7.91B
3566,"Uniform Next Co., Ltd.",5.10B,504.00,8.39B
1383,"Berg Earth Co.,Ltd.",5.10B,"3,190.00",7.09B
3058,Sanyodo Holdings Inc,5.09B,689.00,16.72B
7379,"CIRCULATION Co.,Ltd.",5.08B,610.00,7.78B
3241,"WILL,Co.,Ltd.",5.06B,438.00,13.21B
3967,"Eltes Co.,Ltd.",5.06B,838.00,7.02B
3625,Techfirm Holdings Inc.,5.05B,712.00,5.84B
7135,"Japan Craft Holdings Co., Ltd.",5.04B,135.00,17.23B
1844,"Ohmori Co.,Ltd.",5.04B,266.00,6.29B
4415,"Broad Enterprise Co.,Ltd.",5.03B,830.00,4.70B
7214,GMB Corporation,5.03B,958.00,102.17B
4395,Accrete Inc.,5.02B,820.00,6.35B
3933,"CHIeru Co.,Ltd.",5.02B,673.00,4.95B
7681,"LEOCLAN Co.,Ltd.",5.01B,874.00,17.56B
7847,Graphite Design Inc.,5.01B,779.00,4.28B
5575,Globee Inc.,5.00B,982.00,1.47B
9867,Solekia Limited,4.98B,"5,760.00",26.20B
6466,"TVE Co., Ltd.",4.97B,"2,098.00",10.58B
6563,Mirai Works Inc.,4.95B,932.00,9.33B
2454,"All About, Inc.",4.94B,352.00,15.67B
5133,Terilogy Holdings Corporation,4.94B,289.00,8.13B
4990,"Showa Chemical Industry Co., Ltd.",4.93B,464.00,9.22B
6267,"General Packer Co., Ltd.",4.93B,"2,825.00",9.96B
7351,"Goodpatch, Inc.",4.93B,580.00,4.13B
6551,"Tsunagu Group Holdings, Inc.",4.92B,584.00,17.02B
9036,"Tohbu Network Co., Ltd.",4.92B,873.00,10.32B
8891,"AMG Holdings Co.,Ltd.",4.90B,"1,751.00",31.09B
7953,"Kikusui Chemical Industries Co., Ltd.",4.90B,389.00,21.92B
6155,"Takamatsu Machinery Co., Ltd.",4.90B,450.00,14.27B
3237,"Intrance Co.,Ltd.",4.88B,105.00,994.05M
4379,Photosynth inc.,4.86B,317.00,2.96B
6092,"EnBio Holdings, Inc",4.85B,599.00,10.78B
6424,"Takamisawa Cybernetics Company, Ltd.",4.84B,"1,101.00",16.37B
8260,"Izutsuya Co., Ltd.",4.84B,430.00,22.33B
4360,"MANAC Chemical Partners Co.,Ltd",4.83B,596.00,9.81B
4119,Nippon Pigment Holdings Company Limited,4.83B,"3,075.00",33.03B
1997,"Akatsuki Eazima Co., Ltd.",4.83B,"2,360.00",5.91B
3280,"STrust Co.,Ltd.",4.83B,801.00,18.70B
8226,Rikei Corporation,4.82B,319.00,18.30B
9478,"SE Holdings and Incubations Co., Ltd.",4.82B,283.00,7.21B
6778,"Artiza Networks, Inc.",4.82B,555.00,2.26B
6926,"Okaya Electric Industries Co., Ltd.",4.81B,215.00,9.91B
3698,"CRI Middleware Co., Ltd.",4.81B,921.00,3.36B
4976,"Toyo Drilube Co., Ltd.",4.81B,"3,640.00",4.91B
7126,"Global Style Co.,Ltd.",4.79B,"1,469.00",11.37B
9313,"Maruhachi Warehouse Company, Limited",4.79B,805.00,4.99B
2136,HIP Corporation,4.78B,"1,193.00",5.06B
7271,Yasunaga Corporation,4.78B,471.00,29.99B
6495,"Miyairi Valve Mfg. Co., Ltd.",4.78B,97.00,5.23B
6327,"Kitagawa Seiki Co.,Ltd.",4.77B,595.00,5.53B
7509,I.A Group Corporation,4.77B,"3,285.00",36.60B
4881,FunPep Company Limited,4.76B,148.00,6.00M
6042,"Nikki Co., Ltd.",4.76B,"2,560.00",8.51B
280A,TMH Inc.,4.75B,"1,306.00",-
4060,rakumo Inc.,4.75B,818.00,1.44B
4926,"C'BON COSMETICS Co.,Ltd.",4.75B,"1,110.00",8.60B
8025,"Tsukamoto Corporation Co., Ltd.",4.74B,"1,174.00",9.34B
7127,"Ikka Holdings Co.,Ltd.",4.74B,663.00,9.71B
3495,"Koryojyuhan Co., Ltd.",4.74B,"1,719.00",10.21B
6408,"Ogura Clutch Co.,Ltd.",4.74B,"3,220.00",43.69B
9778,"Subaru Co., Ltd.",4.73B,"8,240.00",3.74B
8518,"Japan Asia Investment Co., Ltd.",4.73B,213.00,3.35B
4591,Ribomic Inc.,4.73B,106.00,2.11M
6897,Twinbird Corporation,4.73B,444.00,10.93B
6699,"Diamond Electric Holdings Co., Ltd.",4.72B,564.00,91.89B
7034,"Prored Partners CO.,LTD.",4.70B,430.00,3.21B
7353,"KIYO Learning Co.,Ltd.",4.69B,688.00,4.47B
2795,Nippon Primex Inc.,4.68B,890.00,7.28B
5990,Super Tool Co. Ltd.,4.67B,"1,955.00",5.35B
4829,"Nihon Enterprise Co.,Ltd.",4.66B,124.00,4.65B
6836,"Plat'Home Co., Ltd.",4.66B,"2,970.00",1.63B
4172,"TOWA Hi SYSTEM CO.,LTD.",4.65B,"2,089.00",2.26B
281A,"Informetis Co., Ltd.",4.63B,953.00,1.00B
3172,"Tea Life Co., Ltd.",4.63B,"1,085.00",12.65B
205A,Logos Holdings Inc.,4.63B,"1,199.00",31.71B
6776,"Tensho Electric Industries Co., Ltd.",4.61B,271.00,27.57B
5029,circlace Inc,4.58B,"1,073.00",2.90B
5542,Shinhokoku Material Corp.,4.56B,678.00,5.34B
9479,"Impress Holdings, Inc.",4.56B,150.00,14.24B
3839,"ODK Solutions Company, Ltd.",4.55B,557.00,6.19B
4486,Unite and Grow Inc.,4.55B,"1,169.00",2.78B
6838,"Tamagawa Holdings Co., Ltd.",4.54B,701.00,4.74B
5956,"Toso Company, Limited",4.54B,511.00,22.24B
2411,Gendai Agency Inc.,4.54B,369.00,7.53B
7361,"Human Creation Holdings, Inc.",4.54B,"1,344.00",7.53B
3557,"United & Collective Co., Ltd.",4.53B,"1,016.00",6.34B
9366,Sanritsu Corporation,4.52B,815.00,19.87B
7804,"B&P Co.,Ltd.",4.51B,"1,975.00",2.90B
2654,Asmo Corporation,4.51B,335.00,20.59B
4440,WITZ Corporation,4.50B,"1,129.00",3.83B
7091,"Living Platform,Ltd.",4.49B,990.00,15.60B
2304,"CSS Holdings,Ltd.",4.49B,892.00,18.36B
9355,Rinko Corporation,4.49B,"1,745.00",13.40B
7080,"Sportsfield Co., Ltd.",4.48B,615.00,3.85B
3917,"iRidge, Inc.",4.48B,575.00,6.54B
2917,"Ohmoriya Co.,Ltd.",4.48B,896.00,16.43B
4069,BlueMeme Inc.,4.48B,"1,318.00",2.35B
6577,"Bestone.Com Co.,Ltd",4.48B,"2,847.00",2.76B
3816,"Daiwa Computer Co., Ltd.",4.47B,"1,151.00",3.22B
3695,"GMO Research & AI, Inc.",4.47B,"2,753.00",5.03B
3238,"Central General Development Co., Ltd.",4.46B,465.00,24.48B
155A,"Information Strategy and Technology Co.,Ltd.",4.46B,447.00,3.86B
2480,"System Location Co.,Ltd.",4.45B,"1,213.00",1.69B
2408,"KG Intelligence CO., LTD.",4.45B,616.00,2.47B
4736,Nippon RAD Inc.,4.43B,851.00,3.15B
9385,Shoei Corporation,4.43B,574.00,19.10B
7538,"Daisui Co.,Ltd.",4.42B,325.00,98.33B
8115,"MOONBAT Co.,Ltd.",4.41B,970.00,11.58B
5491,"Nippon Kinzoku Co., Ltd.",4.41B,659.00,52.47B
3169,"Misawa & Co.,Ltd.",4.41B,627.00,10.92B
6343,Freesia Macross Corporation,4.41B,98.00,6.79B
8617,"The Kosei Securities Co., Ltd.",4.41B,452.00,1.04B
3059,"Hiraki Co.,Ltd.",4.40B,906.00,13.03B
5900,"Daiken Co.,Ltd.",4.40B,802.00,10.98B
7975,"Lihit Lab.,Inc.",4.38B,"1,292.00",9.05B
9362,"Hyoki Kaiun Kaisha, Ltd.",4.38B,"3,680.00",15.30B
9446,"SAKAI Holdings CO.,LTD",4.38B,448.00,15.54B
8138,Sankyo Kasei Corporation,4.37B,"3,360.00",26.50B
4437,"gooddays holdings, Inc.",4.37B,642.00,8.82B
2179,"Seigakusha Co.,Ltd.",4.37B,787.00,13.97B
5603,Kogi Corporation,4.36B,"1,333.00",26.15B
3948,"Hikari Business Form Co., Ltd.",4.35B,742.00,6.83B
5742,"NIC Autotec, Inc.",4.35B,798.00,6.14B
2493,"E-SUPPORTLINK, Ltd.",4.34B,982.00,5.41B
9929,"Heiwa Paper Co.,Ltd.",4.34B,455.00,16.17B
3131,Shinden Hightex Corporation,4.33B,"2,331.00",42.93B
4177,"i-plug,Inc.",4.33B,"1,127.00",5.02B
9973,"KOZO Holdings Co.,Ltd.",4.32B,18.00,18.11B
7215,"Faltec Co., Ltd.",4.31B,460.00,81.40B
2911,"Asahimatsu Foods Co., Ltd.",4.30B,"2,338.00",7.98B
3965,"Capital Asset Planning, Inc.",4.30B,742.00,8.29B
3261,"GRANDES, Inc.",4.28B,"1,059.00",4.23B
2376,Scinex Corporation,4.28B,765.00,16.04B
7114,"Foodison, Inc.",4.28B,965.00,6.73B
9235,"Ureru Net Advertising Group Co.,Ltd.",4.28B,"1,300.00",756.00M
6342,"Taihei Machinery Works, Limited",4.27B,"3,080.00",9.07B
9835,"Juntendo Co.,Ltd.",4.27B,530.00,48.07B
5843,"Nippon Insure Co., Ltd.",4.26B,"1,490.00",-
5250,"Prime Strategy Co., Ltd.",4.26B,"1,187.00",857.00M
6552,GameWith Inc.,4.26B,244.00,3.31B
7256,"Kasai Kogyo Co., Ltd.",4.26B,108.00,224.00B
6614,"Shikino High-Tech CO.,LTD.",4.25B,961.00,6.62B
2961,Nitcho Corporation,4.25B,"3,705.00",19.76B
4287,Just Planning Inc.,4.25B,353.00,2.12B
7208,Kanemitsu Corporation,4.24B,836.00,11.00B
6771,"Ikegami Tsushinki Co., Ltd.",4.24B,662.00,18.74B
7502,"Plaza Holdings Co.,Ltd.",4.24B,"1,829.00",18.04B
5724,"Asaka Riken Co.,Ltd.",4.24B,845.00,8.33B
3524,"Nitto Seimo Co., Ltd.",4.23B,"1,628.00",21.36B
5986,"Molitec Steel Co., Ltd.",4.23B,188.00,50.72B
4274,"Hosoya Pyro-Engineering Co., Ltd.",4.23B,"1,056.00",2.07B
3067,"Tokyo Ichiban Foods Co., Ltd.",4.23B,475.00,7.41B
3858,Ubiquitous AI Corporation,4.23B,410.00,4.02B
6325,"Takakita Co., Ltd.",4.22B,377.00,5.49B
2286,"Hayashikane Sangyo Co.,Ltd.",4.21B,496.00,49.39B
3267,"Phil Company,Inc.",4.20B,832.00,7.18B
5950,"Japan Power Fastening Co.,Ltd.",4.19B,277.00,5.04B
3024,Create Corporation,4.19B,"1,070.00",35.91B
3936,"Globalway, Inc.",4.19B,116.00,2.75B
6090,"Human Metabolome Technologies, Inc.",4.19B,715.00,1.40B
7284,"Meiwa Industry Co., Ltd.",4.18B,"1,176.00",22.47B
1380,"Akikawa Foods & Farms Co., Ltd.",4.18B,"1,010.00",7.77B
6131,Hamai Company Limited,4.18B,"1,312.00",7.19B
3920,"Internetworking and Broadband Consulting Co.,Ltd.",4.17B,737.00,2.18B
253A,"ETS Group Co.,Ltd",4.16B,656.00,8.71B
9344,Axis Consulting Corporation,4.16B,826.00,4.67B
5699,"IBOKIN Co.,Ltd.",4.16B,"1,280.00",9.66B
7150,"The Shimane Bank,Ltd.",4.15B,511.00,9.42B
3770,"Zappallas, Inc.",4.15B,349.00,4.29B
5597,"Blue Innovation Co., Ltd.",4.15B,804.00,-
9361,"Fushiki Kairiku Unso Co.,Ltd.",4.14B,"1,601.00",12.88B
6034,MRT Inc.,4.14B,724.00,4.17B
9237,"Emimen Co., Ltd.",4.14B,"2,062.00",-
3896,"Awa Paper & Technological Company, Inc.",4.12B,414.00,16.24B
3556,"RenetJapanGroup,Inc.",4.12B,282.00,11.46B
2747,"Hokuyu Lucky Co.,Ltd.",4.12B,"3,255.00",43.27B
3680,"Hottolink, Inc.",4.11B,262.00,4.27B
4076,"CNS Co.,Ltd",4.11B,"1,435.00",6.73B
